Index,F1_25,F2_25,F3_25,F1_50,F2_50,F3_50,F1_75,F2_75,F3_75
1342,487.02,1849.99,2410.18,508.55,1830.03,2408.67,493.37,1777.61,2398.33
1343,486.72,1850.05,2410.18,508.49,1830.07,2408.61,493.30,1777.67,2398.43
1344,486.41,1850.11,2410.19,508.42,1830.12,2408.55,493.23,1777.73,2398.53
1345,486.10,1850.18,2410.19,508.35,1830.16,2408.50,493.15,1777.79,2398.62
1346,485.78,1850.24,2410.20,508.28,1830.20,2408.44,493.08,1777.85,2398.72
1347,485.47,1850.30,2410.21,508.22,1830.24,2408.38,493.01,1777.90,2398.81
1348,485.15,1850.37,2410.22,508.15,1830.28,2408.32,492.94,1777.96,2398.90
1349,484.83,1850.43,2410.23,508.08,1830.32,2408.27,492.86,1778.02,2399.00
1350,484.51,1850.49,2410.24,508.01,1830.37,2408.21,492.79,1778.08,2399.09
1351,484.18,1850.55,2410.25,507.94,1830.41,2408.15,492.72,1778.14,2399.17
1352,483.86,1850.62,2410.26,507.87,1830.45,2408.10,492.64,1778.20,2399.26
1353,483.53,1850.68,2410.27,507.80,1830.49,2408.04,492.57,1778.26,2399.35
1354,483.20,1850.74,2410.29,507.73,1830.54,2407.98,492.50,1778.32,2399.43
1355,482.87,1850.80,2410.30,507.67,1830.58,2407.93,492.42,1778.38,2399.51
1356,482.53,1850.86,2410.31,507.60,1830.63,2407.87,492.35,1778.44,2399.59
1357,482.19,1850.92,2410.33,507.53,1830.67,2407.81,492.28,1778.49,2399.67
1358,481.85,1850.99,2410.34,507.46,1830.72,2407.76,492.21,1778.55,2399.75
1359,481.51,1851.05,2410.36,507.39,1830.77,2407.70,492.13,1778.61,2399.82
1360,481.17,1851.11,2410.37,507.32,1830.82,2407.65,492.06,1778.67,2399.89
1361,480.82,1851.17,2410.39,507.25,1830.86,2407.60,491.99,1778.72,2399.96
1362,480.48,1851.23,2410.40,507.18,1830.91,2407.55,491.92,1778.78,2400.03
1363,480.13,1851.29,2410.42,507.11,1830.97,2407.49,491.85,1778.84,2400.09
1364,479.78,1851.35,2410.44,507.04,1831.02,2407.44,491.78,1778.90,2400.15
1365,479.42,1851.41,2410.45,506.97,1831.07,2407.39,491.71,1778.95,2400.21
1366,479.07,1851.47,2410.47,506.90,1831.12,2407.35,491.64,1779.01,2400.27
1367,478.71,1851.53,2410.48,506.83,1831.18,2407.30,491.57,1779.07,2400.32
1368,478.35,1851.59,2410.50,506.76,1831.24,2407.25,491.50,1779.12,2400.37
1369,477.99,1851.65,2410.52,506.69,1831.29,2407.21,491.43,1779.18,2400.42
1370,477.63,1851.71,2410.53,506.63,1831.35,2407.16,491.37,1779.23,2400.47
1371,477.27,1851.77,2410.55,506.56,1831.41,2407.12,491.30,1779.29,2400.51
1372,476.90,1851.83,2410.56,506.49,1831.48,2407.08,491.23,1779.34,2400.55
1373,476.53,1851.89,2410.57,506.42,1831.54,2407.04,491.17,1779.40,2400.58
1374,476.17,1851.95,2410.59,506.35,1831.61,2407.00,491.10,1779.45,2400.61
1375,475.80,1852.01,2410.60,506.28,1831.67,2406.96,491.04,1779.50,2400.64
1376,475.42,1852.07,2410.61,506.22,1831.74,2406.93,490.98,1779.56,2400.66
1377,475.05,1852.13,2410.62,506.15,1831.81,2406.90,490.91,1779.61,2400.68
1378,474.68,1852.19,2410.63,506.08,1831.89,2406.86,490.85,1779.66,2400.70
1379,474.30,1852.25,2410.64,506.02,1831.96,2406.83,490.79,1779.71,2400.71
1380,473.92,1852.31,2410.65,505.95,1832.04,2406.81,490.73,1779.76,2400.71
1381,473.55,1852.37,2410.65,505.88,1832.12,2406.78,490.67,1779.81,2400.72
1382,473.17,1852.43,2410.65,505.82,1832.20,2406.76,490.62,1779.86,2400.71
1383,472.79,1852.49,2410.66,505.75,1832.29,2406.74,490.56,1779.91,2400.71
1384,472.40,1852.55,2410.66,505.69,1832.38,2406.72,490.51,1779.96,2400.70
1385,472.02,1852.61,2410.66,505.63,1832.47,2406.70,490.45,1780.01,2400.68
1386,471.64,1852.67,2410.65,505.56,1832.56,2406.69,490.40,1780.05,2400.66
1387,471.26,1852.73,2410.65,505.50,1832.66,2406.67,490.35,1780.10,2400.63
1388,470.87,1852.79,2410.64,505.44,1832.76,2406.67,490.30,1780.14,2400.60
1389,470.49,1852.85,2410.63,505.38,1832.86,2406.66,490.25,1780.19,2400.57
1390,470.10,1852.92,2410.62,505.32,1832.97,2406.65,490.20,1780.23,2400.52
1391,469.71,1852.98,2410.60,505.26,1833.08,2406.65,490.16,1780.27,2400.47
1392,469.33,1853.04,2410.59,505.20,1833.19,2406.65,490.12,1780.31,2400.42
1393,468.94,1853.10,2410.56,505.14,1833.31,2406.66,490.07,1780.35,2400.36
1394,468.55,1853.16,2410.54,505.08,1833.43,2406.67,490.03,1780.39,2400.29
1395,468.17,1853.22,2410.51,505.03,1833.56,2406.68,489.99,1780.43,2400.22
1396,467.78,1853.29,2410.48,504.97,1833.69,2406.69,489.96,1780.47,2400.14
1397,467.39,1853.35,2410.45,504.92,1833.82,2406.71,489.92,1780.50,2400.06
1398,467.01,1853.41,2410.41,504.86,1833.96,2406.73,489.89,1780.54,2399.97
1399,466.62,1853.48,2410.37,504.81,1834.10,2406.75,489.86,1780.57,2399.87
1400,466.24,1853.54,2410.32,504.76,1834.25,2406.78,489.83,1780.61,2399.76
1401,465.85,1853.61,2410.27,504.71,1834.40,2406.81,489.80,1780.64,2399.65
