Index,F1_25,F2_25,F3_25,F1_50,F2_50,F3_50,F1_75,F2_75,F3_75
716,598.74,1702.15,2398.82,646.29,1672.81,2396.39,642.04,1626.79,2375.55
717,598.36,1702.31,2398.74,646.06,1672.92,2396.31,641.83,1626.86,2375.59
718,597.98,1702.47,2398.65,645.84,1673.03,2396.23,641.61,1626.94,2375.64
719,597.60,1702.63,2398.57,645.61,1673.14,2396.14,641.39,1627.01,2375.68
720,597.23,1702.79,2398.48,645.38,1673.26,2396.06,641.17,1627.09,2375.73
721,596.85,1702.95,2398.40,645.15,1673.37,2395.98,640.95,1627.16,2375.77
722,596.47,1703.11,2398.31,644.91,1673.49,2395.90,640.72,1627.24,2375.82
723,596.09,1703.27,2398.23,644.68,1673.60,2395.81,640.49,1627.31,2375.87
724,595.72,1703.43,2398.15,644.45,1673.72,2395.73,640.26,1627.39,2375.91
725,595.34,1703.60,2398.06,644.21,1673.84,2395.64,640.03,1627.47,2375.96
726,594.96,1703.76,2397.98,643.98,1673.96,2395.56,639.80,1627.55,2376.00
727,594.58,1703.93,2397.89,643.74,1674.08,2395.47,639.57,1627.63,2376.05
728,594.21,1704.09,2397.81,643.51,1674.20,2395.39,639.33,1627.70,2376.09
729,593.83,1704.26,2397.73,643.27,1674.32,2395.30,639.09,1627.78,2376.13
730,593.45,1704.43,2397.64,643.03,1674.44,2395.22,638.85,1627.86,2376.18
731,593.08,1704.60,2397.56,642.79,1674.57,2395.13,638.61,1627.94,2376.22
732,592.70,1704.77,2397.48,642.55,1674.69,2395.05,638.37,1628.03,2376.26
733,592.32,1704.94,2397.40,642.30,1674.82,2394.96,638.12,1628.11,2376.31
734,591.95,1705.11,2397.31,642.06,1674.95,2394.88,637.87,1628.19,2376.35
735,591.57,1705.29,2397.23,641.82,1675.08,2394.79,637.62,1628.27,2376.39
736,591.20,1705.46,2397.15,641.57,1675.21,2394.70,637.37,1628.36,2376.43
737,590.82,1705.64,2397.07,641.33,1675.34,2394.62,637.12,1628.44,2376.47
738,590.45,1705.81,2396.99,641.08,1675.47,2394.53,636.87,1628.52,2376.51
739,590.07,1705.99,2396.90,640.83,1675.61,2394.44,636.61,1628.61,2376.55
740,589.70,1706.17,2396.82,640.58,1675.74,2394.35,636.35,1628.69,2376.59
741,589.32,1706.35,2396.74,640.33,1675.88,2394.27,636.09,1628.78,2376.63
742,588.95,1706.53,2396.66,640.08,1676.01,2394.18,635.83,1628.87,2376.67
743,588.57,1706.71,2396.58,639.83,1676.15,2394.09,635.57,1628.96,2376.71
744,588.20,1706.89,2396.50,639.58,1676.29,2394.00,635.30,1629.04,2376.74
745,587.83,1707.08,2396.42,639.33,1676.43,2393.92,635.04,1629.13,2376.78
746,587.45,1707.26,2396.34,639.07,1676.58,2393.83,634.77,1629.22,2376.81
747,587.08,1707.45,2396.26,638.82,1676.72,2393.74,634.50,1629.31,2376.85
748,586.71,1707.63,2396.18,638.56,1676.86,2393.65,634.23,1629.41,2376.88
749,586.34,1707.82,2396.10,638.30,1677.01,2393.56,633.95,1629.50,2376.91
750,585.97,1708.01,2396.02,638.04,1677.16,2393.48,633.68,1629.59,2376.95
751,585.60,1708.20,2395.94,637.79,1677.30,2393.39,633.40,1629.68,2376.98
752,585.23,1708.39,2395.87,637.52,1677.45,2393.30,633.12,1629.78,2377.01
753,584.86,1708.58,2395.79,637.26,1677.61,2393.21,632.84,1629.87,2377.04
754,584.49,1708.77,2395.71,637.00,1677.76,2393.12,632.56,1629.97,2377.07
755,584.12,1708.97,2395.63,636.74,1677.91,2393.03,632.28,1630.06,2377.09
756,583.75,1709.16,2395.56,636.47,1678.07,2392.94,631.99,1630.16,2377.12
757,583.38,1709.36,2395.48,636.21,1678.22,2392.86,631.71,1630.26,2377.14
758,583.01,1709.55,2395.40,635.94,1678.38,2392.77,631.42,1630.36,2377.17
759,582.64,1709.75,2395.33,635.68,1678.54,2392.68,631.13,1630.46,2377.19
760,582.28,1709.95,2395.25,635.41,1678.70,2392.59,630.84,1630.56,2377.22
761,581.91,1710.15,2395.18,635.14,1678.86,2392.50,630.55,1630.66,2377.24
762,581.55,1710.35,2395.10,634.87,1679.02,2392.41,630.25,1630.76,2377.26
763,581.18,1710.56,2395.03,634.60,1679.19,2392.32,629.96,1630.86,2377.28
764,580.82,1710.76,2394.95,634.33,1679.35,2392.24,629.66,1630.97,2377.30
765,580.45,1710.96,2394.88,634.06,1679.52,2392.15,629.36,1631.07,2377.31
766,580.09,1711.17,2394.80,633.78,1679.69,2392.06,629.06,1631.18,2377.33
767,579.73,1711.38,2394.73,633.51,1679.86,2391.97,628.76,1631.28,2377.34
768,579.36,1711.59,2394.66,633.23,1680.03,2391.88,628.46,1631.39,2377.36
769,579.00,1711.79,2394.58,632.96,1680.20,2391.79,628.15,1631.50,2377.37
770,578.64,1712.00,2394.51,632.68,1680.37,2391.71,627.84,1631.61,2377.38
771,578.28,1712.22,2394.44,632.40,1680.55,2391.62,627.54,1631.72,2377.39
772,577.92,1712.43,2394.37,632.12,1680.73,2391.53,627.23,1631.83,2377.40
773,577.56,1712.64,2394.30,631.84,1680.90,2391.44,626.92,1631.94,2377.41
774,577.20,1712.86,2394.23,631.56,1681.08,2391.35,626.60,1632.06,2377.42
775,576.85,1713.07,2394.16,631.28,1681.26,2391.27,626.29,1632.17,2377.42
776,576.49,1713.29,2394.09,630.99,1681.45,2391.18,625.98,1632.29,2377.43
777,576.13,1713.51,2394.02,630.71,1681.63,2391.09,625.66,1632.40,2377.43
778,575.78,1713.73,2393.95,630.43,1681.81,2391.01,625.34,1632.52,2377.43
779,575.42,1713.95,2393.88,630.14,1682.00,2390.92,625.02,1632.64,2377.43
780,575.07,1714.17,2393.81,629.85,1682.19,2390.83,624.70,1632.76,2377.43
781,574.72,1714.39,2393.75,629.57,1682.38,2390.75,624.38,1632.88,2377.43
782,574.36,1714.62,2393.68,629.28,1682.57,2390.66,624.06,1633.00,2377.43
783,574.01,1714.84,2393.61,628.99,1682.76,2390.57,623.73,1633.12,2377.43
784,573.66,1715.07,2393.55,628.70,1682.96,2390.49,623.41,1633.24,2377.42
785,573.31,1715.30,2393.48,628.41,1683.15,2390.40,623.08,1633.37,2377.41
786,572.96,1715.53,2393.42,628.11,1683.35,2390.31,622.75,1633.49,2377.40
787,572.62,1715.76,2393.35,627.82,1683.55,2390.23,622.42,1633.62,2377.40
788,572.27,1715.99,2393.29,627.53,1683.75,2390.14,622.09,1633.75,2377.38
789,571.92,1716.22,2393.22,627.23,1683.95,2390.06,621.76,1633.88,2377.37
790,571.58,1716.45,2393.16,626.94,1684.15,2389.97,621.43,1634.01,2377.36
791,571.23,1716.69,2393.10,626.64,1684.35,2389.89,621.09,1634.14,2377.34
792,570.89,1716.93,2393.04,626.34,1684.56,2389.80,620.76,1634.27,2377.33
793,570.55,1717.16,2392.98,626.04,1684.77,2389.72,620.42,1634.40,2377.31
794,570.20,1717.40,2392.91,625.74,1684.98,2389.64,620.08,1634.54,2377.29
795,569.86,1717.64,2392.85,625.44,1685.19,2389.55,619.74,1634.67,2377.27
796,569.52,1717.88,2392.79,625.14,1685.40,2389.47,619.40,1634.81,2377.25
797,569.18,1718.12,2392.73,624.84,1685.61,2389.38,619.06,1634.95,2377.23
798,568.85,1718.37,2392.68,624.54,1685.83,2389.30,618.71,1635.09,2377.21
799,568.51,1718.61,2392.62,624.23,1686.05,2389.22,618.37,1635.23,2377.18
800,568.17,1718.86,2392.56,623.93,1686.26,2389.14,618.02,1635.37,2377.16
801,567.84,1719.11,2392.50,623.62,1686.48,2389.05,617.68,1635.51,2377.13
802,567.50,1719.35,2392.45,623.32,1686.70,2388.97,617.33,1635.66,2377.10
803,567.17,1719.60,2392.39,623.01,1686.93,2388.89,616.98,1635.80,2377.07
804,566.84,1719.85,2392.33,622.70,1687.15,2388.81,616.63,1635.95,2377.04
805,566.51,1720.11,2392.28,622.39,1687.38,2388.73,616.28,1636.10,2377.00
806,566.18,1720.36,2392.22,622.08,1687.61,2388.65,615.93,1636.25,2376.97
807,565.85,1720.61,2392.17,621.77,1687.84,2388.57,615.57,1636.40,2376.93
808,565.52,1720.87,2392.12,621.46,1688.07,2388.49,615.22,1636.55,2376.90
809,565.19,1721.13,2392.07,621.15,1688.30,2388.41,614.86,1636.70,2376.86
810,564.87,1721.39,2392.01,620.83,1688.53,2388.33,614.51,1636.86,2376.82
811,564.54,1721.64,2391.96,620.52,1688.77,2388.25,614.15,1637.01,2376.78
812,564.22,1721.91,2391.91,620.20,1689.01,2388.17,613.79,1637.17,2376.74
813,563.90,1722.17,2391.86,619.89,1689.24,2388.09,613.43,1637.33,2376.70
814,563.58,1722.43,2391.81,619.57,1689.48,2388.01,613.07,1637.49,2376.65
815,563.26,1722.70,2391.76,619.26,1689.73,2387.93,612.71,1637.65,2376.61
816,562.94,1722.96,2391.72,618.94,1689.97,2387.86,612.35,1637.82,2376.56
817,562.62,1723.23,2391.67,618.62,1690.21,2387.78,611.99,1637.98,2376.51
818,562.31,1723.50,2391.62,618.30,1690.46,2387.70,611.62,1638.15,2376.46
819,561.99,1723.77,2391.58,617.98,1690.71,2387.62,611.26,1638.31,2376.41
820,561.68,1724.04,2391.53,617.66,1690.96,2387.55,610.89,1638.48,2376.36
821,561.36,1724.31,2391.48,617.34,1691.21,2387.47,610.52,1638.65,2376.31
822,561.05,1724.58,2391.44,617.01,1691.47,2387.40,610.15,1638.82,2376.26
823,560.74,1724.86,2391.40,616.69,1691.72,2387.32,609.79,1639.00,2376.20
824,560.43,1725.13,2391.35,616.36,1691.98,2387.25,609.42,1639.17,2376.15
825,560.12,1725.41,2391.31,616.04,1692.23,2387.17,609.04,1639.35,2376.09
826,559.82,1725.69,2391.27,615.71,1692.49,2387.10,608.67,1639.52,2376.03
827,559.51,1725.97,2391.23,615.39,1692.76,2387.03,608.30,1639.70,2375.97
828,559.21,1726.25,2391.19,615.06,1693.02,2386.95,607.93,1639.88,2375.91
829,558.90,1726.53,2391.15,614.73,1693.28,2386.88,607.55,1640.06,2375.85
830,558.60,1726.81,2391.11,614.40,1693.55,2386.81,607.18,1640.25,2375.79
831,558.30,1727.10,2391.07,614.07,1693.82,2386.74,606.80,1640.43,2375.73
832,558.00,1727.38,2391.04,613.74,1694.09,2386.66,606.43,1640.62,2375.66
833,557.70,1727.67,2391.00,613.41,1694.36,2386.59,606.05,1640.81,2375.60
834,557.41,1727.96,2390.96,613.08,1694.63,2386.52,605.67,1640.99,2375.53
835,557.11,1728.24,2390.93,612.75,1694.90,2386.45,605.29,1641.19,2375.47
836,556.82,1728.53,2390.90,612.42,1695.18,2386.38,604.91,1641.38,2375.40
837,556.53,1728.83,2390.86,612.08,1695.46,2386.31,604.53,1641.57,2375.33
838,556.24,1729.12,2390.83,611.75,1695.74,2386.24,604.15,1641.77,2375.26
839,555.95,1729.41,2390.80,611.42,1696.02,2386.17,603.77,1641.96,2375.19
840,555.66,1729.71,2390.77,611.08,1696.30,2386.11,603.39,1642.16,2375.12
841,555.37,1730.01,2390.73,610.74,1696.58,2386.04,603.01,1642.36,2375.04
842,555.08,1730.30,2390.71,610.41,1696.87,2385.97,602.62,1642.56,2374.97
843,554.80,1730.60,2390.68,610.07,1697.16,2385.90,602.24,1642.77,2374.90
844,554.52,1730.90,2390.65,609.73,1697.45,2385.84,601.85,1642.97,2374.82
845,554.23,1731.20,2390.62,609.39,1697.74,2385.77,601.47,1643.18,2374.75
846,553.95,1731.51,2390.59,609.05,1698.03,2385.71,601.08,1643.39,2374.67
847,553.67,1731.81,2390.57,608.71,1698.32,2385.64,600.70,1643.60,2374.59
848,553.40,1732.12,2390.54,608.37,1698.62,2385.58,600.31,1643.81,2374.51
849,553.12,1732.42,2390.52,608.03,1698.92,2385.51,599.92,1644.02,2374.44
850,552.85,1732.73,2390.49,607.69,1699.21,2385.45,599.53,1644.23,2374.36
851,552.57,1733.04,2390.47,607.35,1699.51,2385.38,599.14,1644.45,2374.28
852,552.30,1733.35,2390.45,607.01,1699.82,2385.32,598.75,1644.67,2374.20
853,552.03,1733.66,2390.43,606.66,1700.12,2385.26,598.36,1644.89,2374.11
854,551.76,1733.97,2390.41,606.32,1700.42,2385.20,597.97,1645.11,2374.03
855,551.49,1734.28,2390.39,605.97,1700.73,2385.14,597.58,1645.33,2373.95
856,551.23,1734.60,2390.37,605.63,1701.04,2385.07,597.19,1645.56,2373.87
857,550.96,1734.91,2390.35,605.28,1701.35,2385.01,596.80,1645.78,2373.78
858,550.70,1735.23,2390.33,604.94,1701.66,2384.95,596.40,1646.01,2373.70
859,550.44,1735.55,2390.32,604.59,1701.97,2384.89,596.01,1646.24,2373.61
860,550.18,1735.87,2390.30,604.25,1702.29,2384.84,595.62,1646.47,2373.53
861,549.92,1736.19,2390.29,603.90,1702.60,2384.78,595.22,1646.70,2373.44
862,549.66,1736.51,2390.27,603.55,1702.92,2384.72,594.83,1646.94,2373.36
863,549.40,1736.83,2390.26,603.20,1703.24,2384.66,594.43,1647.17,2373.27
864,549.15,1737.16,2390.25,602.85,1703.56,2384.60,594.04,1647.41,2373.18
865,548.89,1737.48,2390.24,602.50,1703.88,2384.55,593.64,1647.65,2373.10
866,548.64,1737.81,2390.23,602.15,1704.20,2384.49,593.25,1647.89,2373.01
867,548.39,1738.13,2390.22,601.80,1704.53,2384.44,592.85,1648.13,2372.92
868,548.14,1738.46,2390.21,601.45,1704.86,2384.38,592.45,1648.38,2372.83
869,547.90,1738.79,2390.20,601.10,1705.18,2384.33,592.06,1648.63,2372.75
870,547.65,1739.12,2390.20,600.75,1705.51,2384.27,591.66,1648.87,2372.66
871,547.40,1739.45,2390.19,600.40,1705.84,2384.22,591.26,1649.12,2372.57
872,547.16,1739.78,2390.18,600.05,1706.18,2384.17,590.86,1649.37,2372.48
873,546.92,1740.12,2390.18,599.70,1706.51,2384.11,590.47,1649.63,2372.39
874,546.68,1740.45,2390.18,599.34,1706.85,2384.06,590.07,1649.88,2372.30
875,546.44,1740.79,2390.17,598.99,1707.18,2384.01,589.67,1650.14,2372.21
876,546.20,1741.12,2390.17,598.64,1707.52,2383.96,589.27,1650.40,2372.12
877,545.97,1741.46,2390.17,598.28,1707.86,2383.91,588.87,1650.66,2372.03
878,545.73,1741.80,2390.17,597.93,1708.20,2383.86,588.47,1650.92,2371.94
879,545.50,1742.14,2390.17,597.57,1708.55,2383.81,588.07,1651.18,2371.85
880,545.27,1742.48,2390.17,597.22,1708.89,2383.76,587.67,1651.45,2371.76
881,545.04,1742.82,2390.18,596.86,1709.24,2383.71,587.27,1651.71,2371.67
882,544.81,1743.17,2390.18,596.51,1709.58,2383.66,586.87,1651.98,2371.58
883,544.59,1743.51,2390.19,596.15,1709.93,2383.62,586.47,1652.25,2371.49
884,544.36,1743.86,2390.19,595.80,1710.28,2383.57,586.07,1652.52,2371.40
885,544.14,1744.20,2390.20,595.44,1710.64,2383.52,585.67,1652.80,2371.31
886,543.92,1744.55,2390.20,595.08,1710.99,2383.48,585.26,1653.07,2371.22
887,543.69,1744.90,2390.21,594.73,1711.34,2383.43,584.86,1653.35,2371.13
888,543.48,1745.24,2390.22,594.37,1711.70,2383.39,584.46,1653.63,2371.04
889,543.26,1745.59,2390.23,594.01,1712.06,2383.35,584.06,1653.91,2370.95
890,543.04,1745.95,2390.24,593.65,1712.41,2383.30,583.66,1654.19,2370.86
891,542.83,1746.30,2390.25,593.30,1712.77,2383.26,583.26,1654.47,2370.78
892,542.61,1746.65,2390.27,592.94,1713.13,2383.22,582.85,1654.76,2370.69
893,542.40,1747.00,2390.28,592.58,1713.50,2383.18,582.45,1655.05,2370.60
894,542.19,1747.36,2390.29,592.22,1713.86,2383.13,582.05,1655.33,2370.51
895,541.98,1747.71,2390.31,591.86,1714.23,2383.09,581.65,1655.62,2370.42
896,541.77,1748.07,2390.33,591.51,1714.59,2383.05,581.25,1655.92,2370.34
897,541.57,1748.43,2390.34,591.15,1714.96,2383.01,580.84,1656.21,2370.25
898,541.36,1748.78,2390.36,590.79,1715.33,2382.98,580.44,1656.51,2370.16
899,541.16,1749.14,2390.38,590.43,1715.70,2382.94,580.04,1656.80,2370.08
900,540.96,1749.50,2390.40,590.07,1716.07,2382.90,579.64,1657.10,2369.99
901,540.76,1749.86,2390.42,589.71,1716.44,2382.86,579.24,1657.40,2369.91
902,540.56,1750.22,2390.44,589.35,1716.82,2382.83,578.83,1657.71,2369.82
903,540.36,1750.59,2390.47,588.99,1717.19,2382.79,578.43,1658.01,2369.74
904,540.17,1750.95,2390.49,588.63,1717.57,2382.75,578.03,1658.32,2369.65
905,539.97,1751.31,2390.52,588.27,1717.95,2382.72,577.63,1658.62,2369.57
906,539.78,1751.68,2390.54,587.91,1718.32,2382.69,577.23,1658.93,2369.49
907,539.59,1752.04,2390.57,587.55,1718.70,2382.65,576.82,1659.24,2369.41
908,539.40,1752.41,2390.60,587.20,1719.09,2382.62,576.42,1659.56,2369.33
909,539.21,1752.77,2390.62,586.84,1719.47,2382.59,576.02,1659.87,2369.25
910,539.03,1753.14,2390.65,586.48,1719.85,2382.55,575.62,1660.19,2369.17
911,538.84,1753.51,2390.68,586.12,1720.24,2382.52,575.22,1660.50,2369.09
912,538.66,1753.88,2390.72,585.76,1720.62,2382.49,574.82,1660.82,2369.01
913,538.47,1754.25,2390.75,585.40,1721.01,2382.46,574.42,1661.14,2368.93
914,538.29,1754.62,2390.78,585.04,1721.40,2382.43,574.02,1661.46,2368.85
915,538.11,1754.99,2390.82,584.68,1721.79,2382.40,573.62,1661.79,2368.78
916,537.94,1755.36,2390.85,584.32,1722.18,2382.38,573.22,1662.11,2368.70
917,537.76,1755.73,2390.89,583.96,1722.57,2382.35,572.82,1662.44,2368.63
918,537.58,1756.11,2390.92,583.60,1722.96,2382.32,572.42,1662.77,2368.55
919,537.41,1756.48,2390.96,583.24,1723.35,2382.30,572.02,1663.10,2368.48
920,537.24,1756.86,2391.00,582.88,1723.75,2382.27,571.62,1663.43,2368.41
921,537.07,1757.23,2391.04,582.52,1724.14,2382.25,571.22,1663.77,2368.34
922,536.90,1757.61,2391.08,582.16,1724.54,2382.22,570.82,1664.10,2368.27
923,536.73,1757.98,2391.12,581.81,1724.93,2382.20,570.42,1664.44,2368.20
924,536.56,1758.36,2391.17,581.45,1725.33,2382.17,570.02,1664.78,2368.13
925,536.39,1758.74,2391.21,581.09,1725.73,2382.15,569.63,1665.12,2368.06
926,536.23,1759.11,2391.25,580.73,1726.13,2382.13,569.23,1665.46,2368.00
927,536.07,1759.49,2391.30,580.37,1726.53,2382.11,568.83,1665.80,2367.93
928,535.91,1759.87,2391.34,580.02,1726.93,2382.09,568.43,1666.14,2367.87
929,535.75,1760.25,2391.39,579.66,1727.34,2382.07,568.04,1666.49,2367.80
930,535.59,1760.63,2391.44,579.30,1727.74,2382.05,567.64,1666.84,2367.74
931,535.43,1761.01,2391.49,578.94,1728.15,2382.03,567.25,1667.19,2367.68
932,535.27,1761.39,2391.54,578.59,1728.55,2382.01,566.85,1667.54,2367.62
933,535.12,1761.77,2391.59,578.23,1728.96,2381.99,566.46,1667.89,2367.56
934,534.97,1762.15,2391.64,577.87,1729.36,2381.98,566.06,1668.24,2367.50
935,534.81,1762.54,2391.70,577.52,1729.77,2381.96,565.67,1668.60,2367.44
936,534.66,1762.92,2391.75,577.16,1730.18,2381.95,565.27,1668.95,2367.39
937,534.51,1763.30,2391.80,576.81,1730.59,2381.93,564.88,1669.31,2367.33
938,534.36,1763.69,2391.86,576.45,1731.00,2381.92,564.49,1669.67,2367.28
939,534.22,1764.07,2391.92,576.10,1731.41,2381.90,564.10,1670.03,2367.23
940,534.07,1764.45,2391.97,575.74,1731.82,2381.89,563.70,1670.39,2367.18
941,533.93,1764.84,2392.03,575.39,1732.23,2381.88,563.31,1670.76,2367.13
942,533.78,1765.22,2392.09,575.03,1732.65,2381.87,562.92,1671.12,2367.08
943,533.64,1765.61,2392.15,574.68,1733.06,2381.86,562.53,1671.49,2367.03
944,533.50,1765.99,2392.21,574.33,1733.48,2381.85,562.14,1671.85,2366.99
945,533.36,1766.38,2392.27,573.97,1733.89,2381.84,561.75,1672.22,2366.94
946,533.23,1766.76,2392.34,573.62,1734.31,2381.83,561.36,1672.59,2366.90
947,533.09,1767.15,2392.40,573.27,1734.72,2381.82,560.98,1672.97,2366.86
948,532.95,1767.54,2392.46,572.92,1735.14,2381.81,560.59,1673.34,2366.82
949,532.82,1767.92,2392.53,572.57,1735.56,2381.81,560.20,1673.71,2366.78
950,532.69,1768.31,2392.60,572.21,1735.97,2381.80,559.81,1674.09,2366.74
951,532.55,1768.70,2392.66,571.86,1736.39,2381.80,559.43,1674.47,2366.70
952,532.42,1769.09,2392.73,571.51,1736.81,2381.79,559.04,1674.84,2366.67
953,532.29,1769.47,2392.80,571.17,1737.23,2381.79,558.66,1675.22,2366.63
954,532.16,1769.86,2392.87,570.82,1737.65,2381.79,558.27,1675.60,2366.60
955,532.04,1770.25,2392.94,570.47,1738.07,2381.78,557.89,1675.99,2366.57
956,531.91,1770.64,2393.01,570.12,1738.49,2381.78,557.51,1676.37,2366.54
957,531.79,1771.03,2393.09,569.77,1738.91,2381.78,557.13,1676.75,2366.51
958,531.66,1771.41,2393.16,569.43,1739.34,2381.78,556.75,1677.14,2366.49
959,531.54,1771.80,2393.23,569.08,1739.76,2381.78,556.37,1677.53,2366.46
960,531.42,1772.19,2393.31,568.73,1740.18,2381.79,555.99,1677.91,2366.44
961,531.30,1772.58,2393.38,568.39,1740.60,2381.79,555.61,1678.30,2366.41
962,531.18,1772.97,2393.46,568.04,1741.03,2381.79,555.23,1678.69,2366.39
963,531.06,1773.36,2393.54,567.70,1741.45,2381.79,554.85,1679.08,2366.37
964,530.94,1773.74,2393.62,567.35,1741.87,2381.80,554.47,1679.48,2366.36
965,530.83,1774.13,2393.70,567.01,1742.30,2381.80,554.10,1679.87,2366.34
966,530.71,1774.52,2393.78,566.67,1742.72,2381.81,553.72,1680.27,2366.32
967,530.60,1774.91,2393.86,566.33,1743.15,2381.82,553.35,1680.66,2366.31
968,530.49,1775.30,2393.94,565.99,1743.57,2381.82,552.97,1681.06,2366.30
969,530.37,1775.69,2394.02,565.65,1744.00,2381.83,552.60,1681.46,2366.29
970,530.26,1776.07,2394.10,565.31,1744.42,2381.84,552.23,1681.86,2366.28
971,530.15,1776.46,2394.19,564.97,1744.85,2381.85,551.86,1682.26,2366.27
972,530.05,1776.85,2394.27,564.63,1745.28,2381.86,551.49,1682.66,2366.27
973,529.94,1777.24,2394.36,564.29,1745.70,2381.87,551.12,1683.06,2366.26
974,529.83,1777.63,2394.45,563.95,1746.13,2381.89,550.75,1683.46,2366.26
975,529.73,1778.01,2394.53,563.62,1746.55,2381.90,550.38,1683.87,2366.26
976,529.62,1778.40,2394.62,563.28,1746.98,2381.91,550.01,1684.27,2366.26
977,529.52,1778.79,2394.71,562.95,1747.41,2381.93,549.65,1684.68,2366.26
978,529.41,1779.17,2394.80,562.61,1747.83,2381.94,549.28,1685.08,2366.26
979,529.31,1779.56,2394.89,562.28,1748.26,2381.96,548.92,1685.49,2366.27
980,529.21,1779.95,2394.98,561.94,1748.69,2381.97,548.55,1685.90,2366.27
981,529.11,1780.33,2395.07,561.61,1749.11,2381.99,548.19,1686.31,2366.28
982,529.01,1780.72,2395.16,561.28,1749.54,2382.01,547.83,1686.72,2366.29
983,528.91,1781.11,2395.26,560.95,1749.97,2382.03,547.47,1687.13,2366.30
984,528.82,1781.49,2395.35,560.62,1750.39,2382.05,547.11,1687.54,2366.32
985,528.72,1781.88,2395.45,560.29,1750.82,2382.07,546.75,1687.95,2366.33
986,528.62,1782.26,2395.54,559.96,1751.25,2382.09,546.39,1688.37,2366.35
987,528.53,1782.65,2395.64,559.64,1751.67,2382.12,546.04,1688.78,2366.36
988,528.44,1783.03,2395.73,559.31,1752.10,2382.14,545.68,1689.20,2366.38
989,528.34,1783.41,2395.83,558.98,1752.52,2382.16,545.32,1689.61,2366.40
990,528.25,1783.80,2395.93,558.66,1752.95,2382.19,544.97,1690.03,2366.42
991,528.16,1784.18,2396.03,558.34,1753.38,2382.21,544.62,1690.44,2366.45
992,528.07,1784.56,2396.13,558.01,1753.80,2382.24,544.27,1690.86,2366.47
993,527.98,1784.94,2396.23,557.69,1754.23,2382.27,543.92,1691.28,2366.50
994,527.89,1785.33,2396.33,557.37,1754.65,2382.30,543.57,1691.70,2366.53
995,527.80,1785.71,2396.43,557.05,1755.08,2382.33,543.22,1692.12,2366.56
996,527.71,1786.09,2396.53,556.73,1755.50,2382.36,542.87,1692.54,2366.59
997,527.63,1786.47,2396.63,556.41,1755.93,2382.39,542.52,1692.96,2366.62
998,527.54,1786.85,2396.74,556.09,1756.35,2382.42,542.18,1693.38,2366.66
999,527.46,1787.23,2396.84,555.77,1756.77,2382.45,541.83,1693.80,2366.69
1000,527.37,1787.60,2396.94,555.46,1757.20,2382.49,541.49,1694.22,2366.73
1001,527.29,1787.98,2397.05,555.14,1757.62,2382.52,541.15,1694.65,2366.77
1002,527.21,1788.36,2397.15,554.83,1758.04,2382.55,540.81,1695.07,2366.81
1003,527.12,1788.74,2397.26,554.52,1758.47,2382.59,540.47,1695.49,2366.85
1004,527.04,1789.11,2397.37,554.20,1758.89,2382.63,540.13,1695.92,2366.90
1005,526.96,1789.49,2397.47,553.89,1759.31,2382.67,539.79,1696.34,2366.94
1006,526.88,1789.86,2397.58,553.58,1759.73,2382.70,539.46,1696.77,2366.99
1007,526.80,1790.24,2397.69,553.27,1760.15,2382.74,539.12,1697.19,2367.04
1008,526.72,1790.61,2397.80,552.97,1760.57,2382.78,538.79,1697.62,2367.08
1009,526.64,1790.98,2397.91,552.66,1760.99,2382.83,538.45,1698.04,2367.14
1010,526.57,1791.35,2398.02,552.35,1761.41,2382.87,538.12,1698.47,2367.19
1011,526.49,1791.73,2398.13,552.05,1761.83,2382.91,537.79,1698.90,2367.24
1012,526.41,1792.10,2398.24,551.74,1762.25,2382.95,537.46,1699.32,2367.30
1013,526.34,1792.47,2398.35,551.44,1762.66,2383.00,537.13,1699.75,2367.35
1014,526.26,1792.84,2398.46,551.14,1763.08,2383.05,536.81,1700.18,2367.41
1015,526.18,1793.20,2398.57,550.84,1763.50,2383.09,536.48,1700.61,2367.47
1016,526.11,1793.57,2398.69,550.54,1763.91,2383.14,536.16,1701.03,2367.53
1017,526.04,1793.94,2398.80,550.24,1764.33,2383.19,535.84,1701.46,2367.59
1018,525.96,1794.30,2398.91,549.94,1764.74,2383.24,535.51,1701.89,2367.66
1019,525.89,1794.67,2399.03,549.64,1765.16,2383.29,535.19,1702.32,2367.72
1020,525.82,1795.03,2399.14,549.35,1765.57,2383.34,534.87,1702.75,2367.79
1021,525.75,1795.40,2399.26,549.05,1765.98,2383.39,534.56,1703.18,2367.86
1022,525.68,1795.76,2399.37,548.76,1766.39,2383.44,534.24,1703.60,2367.93
1023,525.60,1796.12,2399.49,548.47,1766.80,2383.50,533.92,1704.03,2368.00
1024,525.53,1796.48,2399.60,548.18,1767.22,2383.55,533.61,1704.46,2368.07
1025,525.46,1796.84,2399.72,547.89,1767.62,2383.61,533.30,1704.89,2368.14
1026,525.40,1797.20,2399.83,547.60,1768.03,2383.66,532.99,1705.32,2368.22
1027,525.33,1797.56,2399.95,547.31,1768.44,2383.72,532.68,1705.75,2368.29
1028,525.26,1797.91,2400.07,547.03,1768.85,2383.78,532.37,1706.18,2368.37
1029,525.19,1798.27,2400.19,546.74,1769.25,2383.84,532.06,1706.61,2368.45
1030,525.12,1798.63,2400.30,546.46,1769.66,2383.90,531.76,1707.03,2368.53
1031,525.05,1798.98,2400.42,546.17,1770.06,2383.96,531.45,1707.46,2368.61
