Index,F1_25,F2_25,F3_25,F1_50,F2_50,F3_50,F1_75,F2_75,F3_75
1029,695.17,1638.97,2376.53,720.10,1560.22,2349.12,668.34,1475.95,2289.33
1030,695.07,1639.14,2376.65,719.85,1560.45,2349.16,668.27,1476.15,2289.43
1031,694.97,1639.32,2376.79,719.61,1560.68,2349.20,668.20,1476.36,2289.53
1032,694.88,1639.49,2376.92,719.37,1560.91,2349.25,668.14,1476.57,2289.63
1033,694.79,1639.67,2377.05,719.12,1561.14,2349.29,668.07,1476.78,2289.73
1034,694.69,1639.84,2377.18,718.88,1561.38,2349.34,668.00,1476.99,2289.83
1035,694.60,1640.02,2377.32,718.64,1561.61,2349.39,667.94,1477.20,2289.93
1036,694.51,1640.19,2377.46,718.40,1561.84,2349.43,667.87,1477.41,2290.03
1037,694.42,1640.36,2377.59,718.16,1562.07,2349.48,667.80,1477.62,2290.13
1038,694.33,1640.54,2377.73,717.92,1562.31,2349.52,667.74,1477.84,2290.24
1039,694.24,1640.71,2377.87,717.68,1562.54,2349.57,667.67,1478.05,2290.34
1040,694.15,1640.88,2378.01,717.44,1562.78,2349.62,667.61,1478.27,2290.45
1041,694.06,1641.06,2378.16,717.20,1563.01,2349.67,667.54,1478.49,2290.55
1042,693.97,1641.23,2378.30,716.96,1563.25,2349.72,667.48,1478.71,2290.66
1043,693.88,1641.40,2378.44,716.73,1563.48,2349.76,667.41,1478.93,2290.76
1044,693.80,1641.57,2378.59,716.49,1563.72,2349.81,667.35,1479.15,2290.87
1045,693.71,1641.75,2378.74,716.26,1563.96,2349.86,667.29,1479.37,2290.97
1046,693.62,1641.92,2378.88,716.02,1564.19,2349.91,667.22,1479.60,2291.08
1047,693.54,1642.09,2379.03,715.79,1564.43,2349.96,667.16,1479.82,2291.19
1048,693.45,1642.26,2379.18,715.56,1564.67,2350.01,667.10,1480.05,2291.30
1049,693.37,1642.43,2379.33,715.33,1564.91,2350.06,667.03,1480.28,2291.40
1050,693.29,1642.60,2379.49,715.09,1565.14,2350.11,666.97,1480.51,2291.51
1051,693.20,1642.77,2379.64,714.86,1565.38,2350.16,666.91,1480.74,2291.62
1052,693.12,1642.94,2379.79,714.63,1565.62,2350.22,666.85,1480.97,2291.73
1053,693.04,1643.11,2379.95,714.41,1565.86,2350.27,666.79,1481.20,2291.84
1054,692.96,1643.28,2380.10,714.18,1566.10,2350.32,666.73,1481.43,2291.96
1055,692.88,1643.45,2380.26,713.95,1566.34,2350.37,666.67,1481.67,2292.07
1056,692.80,1643.62,2380.42,713.72,1566.58,2350.43,666.61,1481.90,2292.18
1057,692.72,1643.78,2380.58,713.50,1566.82,2350.48,666.55,1482.14,2292.29
1058,692.64,1643.95,2380.74,713.27,1567.07,2350.53,666.49,1482.38,2292.41
1059,692.57,1644.12,2380.90,713.05,1567.31,2350.59,666.43,1482.61,2292.52
1060,692.49,1644.29,2381.06,712.83,1567.55,2350.64,666.37,1482.85,2292.63
1061,692.41,1644.45,2381.23,712.60,1567.79,2350.70,666.31,1483.10,2292.75
1062,692.33,1644.62,2381.39,712.38,1568.03,2350.75,666.25,1483.34,2292.86
1063,692.26,1644.79,2381.55,712.16,1568.28,2350.81,666.19,1483.58,2292.98
1064,692.18,1644.95,2381.72,711.94,1568.52,2350.86,666.13,1483.83,2293.10
1065,692.11,1645.12,2381.89,711.72,1568.76,2350.92,666.07,1484.07,2293.21
1066,692.03,1645.28,2382.05,711.50,1569.01,2350.98,666.02,1484.32,2293.33
1067,691.96,1645.45,2382.22,711.28,1569.25,2351.03,665.96,1484.57,2293.45
1068,691.89,1645.61,2382.39,711.06,1569.50,2351.09,665.90,1484.81,2293.57
1069,691.81,1645.78,2382.56,710.85,1569.74,2351.15,665.84,1485.06,2293.69
1070,691.74,1645.94,2382.73,710.63,1569.99,2351.21,665.79,1485.32,2293.81
1071,691.67,1646.11,2382.90,710.42,1570.23,2351.26,665.73,1485.57,2293.93
1072,691.60,1646.27,2383.08,710.20,1570.48,2351.32,665.68,1485.82,2294.05
1073,691.53,1646.43,2383.25,709.99,1570.73,2351.38,665.62,1486.08,2294.17
1074,691.46,1646.59,2383.42,709.78,1570.97,2351.44,665.56,1486.33,2294.29
1075,691.39,1646.76,2383.60,709.56,1571.22,2351.50,665.51,1486.59,2294.42
1076,691.32,1646.92,2383.77,709.35,1571.47,2351.56,665.45,1486.85,2294.54
1077,691.25,1647.08,2383.95,709.14,1571.71,2351.62,665.40,1487.11,2294.66
1078,691.18,1647.24,2384.13,708.93,1571.96,2351.68,665.34,1487.37,2294.79
1079,691.11,1647.40,2384.30,708.72,1572.21,2351.74,665.29,1487.63,2294.91
1080,691.05,1647.56,2384.48,708.52,1572.46,2351.80,665.23,1487.89,2295.04
1081,690.98,1647.72,2384.66,708.31,1572.71,2351.86,665.18,1488.15,2295.17
1082,690.91,1647.88,2384.84,708.10,1572.95,2351.93,665.13,1488.42,2295.29
1083,690.85,1648.04,2385.02,707.90,1573.20,2351.99,665.07,1488.68,2295.42
1084,690.78,1648.20,2385.20,707.69,1573.45,2352.05,665.02,1488.95,2295.55
1085,690.72,1648.36,2385.38,707.49,1573.70,2352.12,664.97,1489.22,2295.68
1086,690.65,1648.52,2385.56,707.29,1573.95,2352.18,664.91,1489.49,2295.81
1087,690.59,1648.67,2385.74,707.08,1574.20,2352.24,664.86,1489.76,2295.94
1088,690.52,1648.83,2385.93,706.88,1574.45,2352.31,664.81,1490.03,2296.07
1089,690.46,1648.99,2386.11,706.68,1574.70,2352.37,664.76,1490.30,2296.20
1090,690.40,1649.14,2386.29,706.48,1574.95,2352.44,664.71,1490.57,2296.33
1091,690.33,1649.30,2386.47,706.28,1575.20,2352.50,664.65,1490.85,2296.47
1092,690.27,1649.46,2386.66,706.08,1575.46,2352.57,664.60,1491.12,2296.60
1093,690.21,1649.61,2386.84,705.88,1575.71,2352.63,664.55,1491.40,2296.74
1094,690.15,1649.77,2387.03,705.69,1575.96,2352.70,664.50,1491.67,2296.87
1095,690.09,1649.92,2387.21,705.49,1576.21,2352.77,664.45,1491.95,2297.01
1096,690.03,1650.07,2387.40,705.30,1576.46,2352.83,664.40,1492.23,2297.14
1097,689.97,1650.23,2387.58,705.10,1576.71,2352.90,664.35,1492.51,2297.28
1098,689.91,1650.38,2387.77,704.91,1576.97,2352.97,664.30,1492.79,2297.42
1099,689.85,1650.53,2387.95,704.72,1577.22,2353.03,664.25,1493.08,2297.55
1100,689.79,1650.69,2388.14,704.52,1577.47,2353.10,664.20,1493.36,2297.69
1101,689.73,1650.84,2388.33,704.33,1577.73,2353.17,664.15,1493.64,2297.83
1102,689.67,1650.99,2388.51,704.14,1577.98,2353.24,664.10,1493.93,2297.97
1103,689.61,1651.14,2388.70,703.95,1578.23,2353.31,664.05,1494.22,2298.12
1104,689.56,1651.29,2388.89,703.76,1578.49,2353.38,664.00,1494.50,2298.26
1105,689.50,1651.44,2389.07,703.57,1578.74,2353.45,663.95,1494.79,2298.40
1106,689.44,1651.59,2389.26,703.39,1578.99,2353.52,663.91,1495.08,2298.54
1107,689.39,1651.74,2389.45,703.20,1579.25,2353.59,663.86,1495.37,2298.69
1108,689.33,1651.89,2389.63,703.01,1579.50,2353.66,663.81,1495.66,2298.83
1109,689.28,1652.04,2389.82,702.83,1579.76,2353.73,663.76,1495.96,2298.98
1110,689.22,1652.19,2390.01,702.64,1580.01,2353.80,663.71,1496.25,2299.12
1111,689.17,1652.33,2390.19,702.46,1580.26,2353.88,663.67,1496.54,2299.27
1112,689.11,1652.48,2390.38,702.28,1580.52,2353.95,663.62,1496.84,2299.42
1113,689.06,1652.63,2390.57,702.10,1580.77,2354.02,663.57,1497.13,2299.57
1114,689.00,1652.77,2390.75,701.92,1581.03,2354.10,663.52,1497.43,2299.71
1115,688.95,1652.92,2390.94,701.73,1581.28,2354.17,663.48,1497.73,2299.86
1116,688.90,1653.06,2391.12,701.56,1581.54,2354.24,663.43,1498.03,2300.01
1117,688.85,1653.21,2391.31,701.38,1581.79,2354.32,663.38,1498.33,2300.17
1118,688.79,1653.35,2391.49,701.20,1582.05,2354.39,663.34,1498.63,2300.32
1119,688.74,1653.49,2391.68,701.02,1582.31,2354.47,663.29,1498.93,2300.47
1120,688.69,1653.64,2391.86,700.84,1582.56,2354.54,663.25,1499.23,2300.62
1121,688.64,1653.78,2392.05,700.67,1582.82,2354.62,663.20,1499.54,2300.78
1122,688.59,1653.92,2392.23,700.49,1583.07,2354.69,663.16,1499.84,2300.93
1123,688.54,1654.06,2392.41,700.32,1583.33,2354.77,663.11,1500.15,2301.09
1124,688.49,1654.21,2392.60,700.15,1583.59,2354.85,663.07,1500.46,2301.25
1125,688.44,1654.35,2392.78,699.97,1583.84,2354.92,663.02,1500.76,2301.40
1126,688.39,1654.49,2392.96,699.80,1584.10,2355.00,662.98,1501.07,2301.56
1127,688.34,1654.63,2393.14,699.63,1584.35,2355.08,662.93,1501.38,2301.72
1128,688.30,1654.76,2393.32,699.46,1584.61,2355.16,662.89,1501.69,2301.88
1129,688.25,1654.90,2393.50,699.29,1584.87,2355.23,662.84,1502.00,2302.04
1130,688.20,1655.04,2393.68,699.12,1585.12,2355.31,662.80,1502.31,2302.20
1131,688.15,1655.18,2393.86,698.96,1585.38,2355.39,662.75,1502.62,2302.37
1132,688.11,1655.32,2394.04,698.79,1585.64,2355.47,662.71,1502.94,2302.53
1133,688.06,1655.45,2394.22,698.62,1585.89,2355.55,662.67,1503.25,2302.69
1134,688.02,1655.59,2394.40,698.46,1586.15,2355.63,662.62,1503.57,2302.86
1135,687.97,1655.72,2394.57,698.29,1586.41,2355.71,662.58,1503.88,2303.02
1136,687.93,1655.86,2394.75,698.13,1586.66,2355.79,662.54,1504.20,2303.19
1137,687.88,1655.99,2394.92,697.96,1586.92,2355.87,662.49,1504.52,2303.36
1138,687.84,1656.13,2395.10,697.80,1587.18,2355.95,662.45,1504.84,2303.53
1139,687.79,1656.26,2395.27,697.64,1587.43,2356.04,662.41,1505.15,2303.70
1140,687.75,1656.39,2395.44,697.48,1587.69,2356.12,662.37,1505.47,2303.87
1141,687.71,1656.53,2395.61,697.32,1587.95,2356.20,662.32,1505.79,2304.04
1142,687.66,1656.66,2395.78,697.16,1588.20,2356.28,662.28,1506.12,2304.21
1143,687.62,1656.79,2395.95,697.00,1588.46,2356.37,662.24,1506.44,2304.38
1144,687.58,1656.92,2396.12,696.84,1588.72,2356.45,662.20,1506.76,2304.55
1145,687.54,1657.05,2396.29,696.69,1588.97,2356.54,662.16,1507.09,2304.73
1146,687.50,1657.18,2396.45,696.53,1589.23,2356.62,662.11,1507.41,2304.90
1147,687.45,1657.31,2396.62,696.37,1589.49,2356.70,662.07,1507.73,2305.08
1148,687.41,1657.44,2396.78,696.22,1589.74,2356.79,662.03,1508.06,2305.26
1149,687.37,1657.57,2396.94,696.06,1590.00,2356.88,661.99,1508.39,2305.43
1150,687.33,1657.70,2397.10,695.91,1590.26,2356.96,661.95,1508.71,2305.61
1151,687.29,1657.82,2397.26,695.76,1590.51,2357.05,661.91,1509.04,2305.79
1152,687.26,1657.95,2397.42,695.61,1590.77,2357.13,661.87,1509.37,2305.97
1153,687.22,1658.07,2397.58,695.46,1591.03,2357.22,661.83,1509.70,2306.15
1154,687.18,1658.20,2397.74,695.30,1591.28,2357.31,661.79,1510.03,2306.34
1155,687.14,1658.33,2397.89,695.16,1591.54,2357.40,661.74,1510.36,2306.52
1156,687.10,1658.45,2398.05,695.01,1591.79,2357.48,661.70,1510.69,2306.70
1157,687.07,1658.57,2398.20,694.86,1592.05,2357.57,661.66,1511.03,2306.89
1158,687.03,1658.70,2398.35,694.71,1592.31,2357.66,661.62,1511.36,2307.07
1159,686.99,1658.82,2398.50,694.56,1592.56,2357.75,661.58,1511.69,2307.26
1160,686.96,1658.94,2398.65,694.42,1592.82,2357.84,661.54,1512.03,2307.45
1161,686.92,1659.06,2398.80,694.27,1593.07,2357.93,661.50,1512.36,2307.64
1162,686.89,1659.18,2398.94,694.13,1593.33,2358.02,661.47,1512.70,2307.83
1163,686.85,1659.30,2399.09,693.98,1593.59,2358.11,661.43,1513.03,2308.02
1164,686.82,1659.42,2399.23,693.84,1593.84,2358.20,661.39,1513.37,2308.21
1165,686.78,1659.54,2399.37,693.70,1594.10,2358.30,661.35,1513.70,2308.40
1166,686.75,1659.66,2399.51,693.56,1594.35,2358.39,661.31,1514.04,2308.60
1167,686.72,1659.78,2399.65,693.42,1594.61,2358.48,661.27,1514.38,2308.79
1168,686.68,1659.90,2399.78,693.28,1594.86,2358.57,661.23,1514.72,2308.98
1169,686.65,1660.02,2399.92,693.14,1595.12,2358.67,661.19,1515.06,2309.18
1170,686.62,1660.13,2400.05,693.00,1595.37,2358.76,661.15,1515.40,2309.38
1171,686.59,1660.25,2400.18,692.86,1595.63,2358.85,661.11,1515.74,2309.58
1172,686.55,1660.36,2400.31,692.72,1595.88,2358.95,661.07,1516.08,2309.78
1173,686.52,1660.48,2400.44,692.59,1596.13,2359.04,661.04,1516.42,2309.98
1174,686.49,1660.59,2400.57,692.45,1596.39,2359.14,661.00,1516.76,2310.18
1175,686.46,1660.71,2400.69,692.32,1596.64,2359.23,660.96,1517.11,2310.38
1176,686.43,1660.82,2400.81,692.18,1596.90,2359.33,660.92,1517.45,2310.58
1177,686.40,1660.93,2400.93,692.05,1597.15,2359.43,660.88,1517.79,2310.79
1178,686.37,1661.05,2401.05,691.92,1597.40,2359.52,660.85,1518.14,2310.99
1179,686.35,1661.16,2401.17,691.78,1597.66,2359.62,660.81,1518.48,2311.20
1180,686.32,1661.27,2401.29,691.65,1597.91,2359.72,660.77,1518.83,2311.40
1181,686.29,1661.38,2401.40,691.52,1598.16,2359.82,660.73,1519.17,2311.61
1182,686.26,1661.49,2401.51,691.39,1598.42,2359.92,660.69,1519.52,2311.82
1183,686.23,1661.60,2401.62,691.26,1598.67,2360.02,660.66,1519.86,2312.03
1184,686.21,1661.71,2401.73,691.13,1598.92,2360.11,660.62,1520.21,2312.24
1185,686.18,1661.81,2401.84,691.00,1599.17,2360.21,660.58,1520.56,2312.45
1186,686.15,1661.92,2401.94,690.88,1599.43,2360.31,660.55,1520.91,2312.67
1187,686.13,1662.03,2402.04,690.75,1599.68,2360.42,660.51,1521.25,2312.88
1188,686.10,1662.14,2402.15,690.63,1599.93,2360.52,660.47,1521.60,2313.10
1189,686.08,1662.24,2402.24,690.50,1600.18,2360.62,660.43,1521.95,2313.31
1190,686.05,1662.35,2402.34,690.38,1600.43,2360.72,660.40,1522.30,2313.53
1191,686.03,1662.45,2402.44,690.25,1600.68,2360.82,660.36,1522.65,2313.75
1192,686.01,1662.56,2402.53,690.13,1600.93,2360.93,660.32,1523.00,2313.97
1193,685.98,1662.66,2402.62,690.01,1601.18,2361.03,660.29,1523.35,2314.19
1194,685.96,1662.76,2402.71,689.89,1601.43,2361.13,660.25,1523.70,2314.41
1195,685.94,1662.86,2402.79,689.76,1601.68,2361.24,660.21,1524.05,2314.63
1196,685.91,1662.97,2402.88,689.64,1601.93,2361.34,660.18,1524.40,2314.85
1197,685.89,1663.07,2402.96,689.52,1602.18,2361.45,660.14,1524.75,2315.08
1198,685.87,1663.17,2403.04,689.41,1602.43,2361.56,660.11,1525.10,2315.30
1199,685.85,1663.27,2403.12,689.29,1602.68,2361.66,660.07,1525.46,2315.53
1200,685.83,1663.37,2403.20,689.17,1602.93,2361.77,660.03,1525.81,2315.76
1201,685.81,1663.47,2403.27,689.05,1603.18,2361.88,660.00,1526.16,2315.98
1202,685.79,1663.57,2403.35,688.94,1603.43,2361.98,659.96,1526.51,2316.21
1203,685.77,1663.66,2403.42,688.82,1603.67,2362.09,659.93,1526.87,2316.44
1204,685.75,1663.76,2403.49,688.71,1603.92,2362.20,659.89,1527.22,2316.67
1205,685.73,1663.86,2403.55,688.59,1604.17,2362.31,659.85,1527.57,2316.91
1206,685.71,1663.96,2403.62,688.48,1604.42,2362.42,659.82,1527.93,2317.14
1207,685.69,1664.05,2403.68,688.37,1604.66,2362.53,659.78,1528.28,2317.38
1208,685.67,1664.15,2403.74,688.26,1604.91,2362.64,659.75,1528.64,2317.61
1209,685.65,1664.24,2403.80,688.14,1605.16,2362.75,659.71,1528.99,2317.85
1210,685.64,1664.34,2403.86,688.03,1605.40,2362.86,659.68,1529.34,2318.09
1211,685.62,1664.43,2403.91,687.92,1605.65,2362.98,659.64,1529.70,2318.32
1212,685.60,1664.52,2403.96,687.81,1605.89,2363.09,659.61,1530.05,2318.56
1213,685.59,1664.61,2404.01,687.71,1606.14,2363.20,659.57,1530.41,2318.80
1214,685.57,1664.71,2404.06,687.60,1606.38,2363.32,659.54,1530.76,2319.05
1215,685.55,1664.80,2404.11,687.49,1606.63,2363.43,659.50,1531.12,2319.29
1216,685.54,1664.89,2404.15,687.39,1606.87,2363.55,659.47,1531.47,2319.53
1217,685.52,1664.98,2404.20,687.28,1607.11,2363.66,659.43,1531.83,2319.78
1218,685.51,1665.07,2404.24,687.17,1607.36,2363.78,659.40,1532.19,2320.02
1219,685.49,1665.16,2404.28,687.07,1607.60,2363.90,659.36,1532.54,2320.27
1220,685.48,1665.25,2404.31,686.97,1607.84,2364.01,659.33,1532.90,2320.52
1221,685.46,1665.34,2404.35,686.86,1608.08,2364.13,659.29,1533.25,2320.77
1222,685.45,1665.42,2404.38,686.76,1608.33,2364.25,659.26,1533.61,2321.02
1223,685.43,1665.51,2404.41,686.66,1608.57,2364.37,659.23,1533.96,2321.27
1224,685.42,1665.60,2404.44,686.56,1608.81,2364.49,659.19,1534.32,2321.52
1225,685.41,1665.68,2404.47,686.46,1609.05,2364.61,659.16,1534.68,2321.77
1226,685.39,1665.77,2404.49,686.36,1609.29,2364.73,659.12,1535.03,2322.03
1227,685.38,1665.86,2404.52,686.26,1609.53,2364.85,659.09,1535.39,2322.28
1228,685.37,1665.94,2404.54,686.16,1609.77,2364.97,659.05,1535.74,2322.54
1229,685.35,1666.02,2404.56,686.06,1610.01,2365.09,659.02,1536.10,2322.80
1230,685.34,1666.11,2404.58,685.97,1610.25,2365.22,658.99,1536.46,2323.06
1231,685.33,1666.19,2404.60,685.87,1610.49,2365.34,658.95,1536.81,2323.31
1232,685.32,1666.27,2404.61,685.78,1610.73,2365.46,658.92,1537.17,2323.57
1233,685.31,1666.36,2404.62,685.68,1610.96,2365.59,658.89,1537.52,2323.84
1234,685.29,1666.44,2404.64,685.59,1611.20,2365.72,658.85,1537.88,2324.10
1235,685.28,1666.52,2404.65,685.49,1611.44,2365.84,658.82,1538.24,2324.36
1236,685.27,1666.60,2404.65,685.40,1611.68,2365.97,658.79,1538.59,2324.63
1237,685.26,1666.68,2404.66,685.31,1611.91,2366.10,658.75,1538.95,2324.89
1238,685.25,1666.76,2404.67,685.22,1612.15,2366.22,658.72,1539.30,2325.16
1239,685.24,1666.84,2404.67,685.13,1612.38,2366.35,658.69,1539.66,2325.43
1240,685.23,1666.92,2404.67,685.04,1612.62,2366.48,658.65,1540.01,2325.69
1241,685.22,1667.00,2404.67,684.95,1612.85,2366.61,658.62,1540.37,2325.96
1242,685.21,1667.07,2404.67,684.86,1613.09,2366.74,658.59,1540.72,2326.23
1243,685.20,1667.15,2404.67,684.77,1613.32,2366.87,658.55,1541.08,2326.51
1244,685.19,1667.23,2404.67,684.68,1613.55,2367.01,658.52,1541.43,2326.78
1245,685.18,1667.30,2404.66,684.60,1613.79,2367.14,658.49,1541.79,2327.05
1246,685.17,1667.38,2404.66,684.51,1614.02,2367.27,658.46,1542.14,2327.33
1247,685.16,1667.46,2404.65,684.43,1614.25,2367.41,658.42,1542.50,2327.60
1248,685.15,1667.53,2404.64,684.34,1614.48,2367.54,658.39,1542.85,2327.88
1249,685.14,1667.61,2404.63,684.26,1614.72,2367.68,658.36,1543.20,2328.16
1250,685.13,1667.68,2404.62,684.17,1614.95,2367.81,658.33,1543.56,2328.43
1251,685.12,1667.75,2404.61,684.09,1615.18,2367.95,658.29,1543.91,2328.71
1252,685.11,1667.83,2404.60,684.01,1615.41,2368.09,658.26,1544.27,2328.99
1253,685.10,1667.90,2404.58,683.93,1615.64,2368.22,658.23,1544.62,2329.28
1254,685.09,1667.97,2404.57,683.85,1615.87,2368.36,658.20,1544.97,2329.56
1255,685.08,1668.04,2404.55,683.77,1616.09,2368.50,658.17,1545.32,2329.84
1256,685.07,1668.12,2404.53,683.69,1616.32,2368.64,658.13,1545.68,2330.13
1257,685.05,1668.19,2404.52,683.61,1616.55,2368.78,658.10,1546.03,2330.41
1258,685.04,1668.26,2404.50,683.53,1616.78,2368.93,658.07,1546.38,2330.70
1259,685.03,1668.33,2404.48,683.46,1617.01,2369.07,658.04,1546.73,2330.98
1260,685.02,1668.40,2404.46,683.38,1617.23,2369.21,658.01,1547.08,2331.27
1261,685.01,1668.47,2404.44,683.30,1617.46,2369.35,657.98,1547.43,2331.56
1262,685.00,1668.54,2404.42,683.23,1617.68,2369.50,657.95,1547.78,2331.85
1263,684.99,1668.61,2404.39,683.16,1617.91,2369.64,657.92,1548.13,2332.14
1264,684.98,1668.67,2404.37,683.08,1618.13,2369.79,657.88,1548.48,2332.43
1265,684.97,1668.74,2404.35,683.01,1618.36,2369.94,657.85,1548.83,2332.73
1266,684.96,1668.81,2404.33,682.94,1618.58,2370.09,657.82,1549.18,2333.02
1267,684.95,1668.88,2404.30,682.87,1618.81,2370.23,657.79,1549.53,2333.31
1268,684.94,1668.94,2404.28,682.80,1619.03,2370.38,657.76,1549.88,2333.61
1269,684.92,1669.01,2404.25,682.73,1619.25,2370.53,657.73,1550.23,2333.90
1270,684.91,1669.08,2404.23,682.66,1619.47,2370.68,657.70,1550.57,2334.20
1271,684.90,1669.14,2404.20,682.59,1619.69,2370.84,657.67,1550.92,2334.50
1272,684.89,1669.21,2404.18,682.52,1619.92,2370.99,657.64,1551.27,2334.80
1273,684.87,1669.27,2404.15,682.45,1620.14,2371.14,657.61,1551.61,2335.10
1274,684.86,1669.34,2404.13,682.39,1620.36,2371.30,657.58,1551.96,2335.40
1275,684.85,1669.40,2404.10,682.32,1620.58,2371.45,657.55,1552.30,2335.70
1276,684.83,1669.47,2404.08,682.25,1620.79,2371.61,657.52,1552.65,2336.00
1277,684.82,1669.53,2404.05,682.19,1621.01,2371.76,657.49,1552.99,2336.30
1278,684.81,1669.59,2404.03,682.13,1621.23,2371.92,657.46,1553.34,2336.61
1279,684.79,1669.66,2404.01,682.06,1621.45,2372.08,657.43,1553.68,2336.91
1280,684.78,1669.72,2403.98,682.00,1621.67,2372.24,657.40,1554.03,2337.22
1281,684.76,1669.78,2403.96,681.94,1621.88,2372.40,657.38,1554.37,2337.52
1282,684.74,1669.84,2403.93,681.88,1622.10,2372.56,657.35,1554.71,2337.83
1283,684.73,1669.90,2403.91,681.82,1622.32,2372.72,657.32,1555.05,2338.14
1284,684.71,1669.97,2403.89,681.76,1622.53,2372.88,657.29,1555.39,2338.45
1285,684.69,1670.03,2403.87,681.70,1622.75,2373.04,657.26,1555.73,2338.76
1286,684.68,1670.09,2403.85,681.64,1622.96,2373.21,657.23,1556.07,2339.07
1287,684.66,1670.15,2403.83,681.58,1623.17,2373.37,657.20,1556.41,2339.38
1288,684.64,1670.21,2403.81,681.53,1623.39,2373.54,657.18,1556.75,2339.69
1289,684.62,1670.27,2403.79,681.47,1623.60,2373.70,657.15,1557.09,2340.00
1290,684.60,1670.33,2403.77,681.42,1623.81,2373.87,657.12,1557.43,2340.31
1291,684.58,1670.39,2403.75,681.36,1624.02,2374.04,657.09,1557.76,2340.63
1292,684.56,1670.45,2403.74,681.31,1624.24,2374.21,657.07,1558.10,2340.94
1293,684.54,1670.50,2403.72,681.25,1624.45,2374.38,657.04,1558.44,2341.26
1294,684.52,1670.56,2403.71,681.20,1624.66,2374.55,657.01,1558.77,2341.57
1295,684.49,1670.62,2403.70,681.15,1624.87,2374.72,656.98,1559.11,2341.89
1296,684.47,1670.68,2403.69,681.10,1625.08,2374.89,656.96,1559.44,2342.21
1297,684.45,1670.74,2403.68,681.05,1625.28,2375.07,656.93,1559.78,2342.52
1298,684.42,1670.79,2403.67,681.00,1625.49,2375.24,656.90,1560.11,2342.84
1299,684.40,1670.85,2403.66,680.95,1625.70,2375.41,656.88,1560.44,2343.16
1300,684.37,1670.91,2403.65,680.90,1625.91,2375.59,656.85,1560.77,2343.48
1301,684.35,1670.97,2403.65,680.85,1626.12,2375.77,656.83,1561.10,2343.80
1302,684.32,1671.02,2403.65,680.80,1626.32,2375.94,656.80,1561.43,2344.12
1303,684.29,1671.08,2403.64,680.76,1626.53,2376.12,656.77,1561.76,2344.44
1304,684.26,1671.13,2403.64,680.71,1626.73,2376.30,656.75,1562.09,2344.77
1305,684.23,1671.19,2403.65,680.67,1626.94,2376.48,656.72,1562.42,2345.09
1306,684.21,1671.25,2403.65,680.62,1627.14,2376.66,656.70,1562.75,2345.41
1307,684.17,1671.30,2403.66,680.58,1627.35,2376.85,656.67,1563.07,2345.74
1308,684.14,1671.36,2403.66,680.53,1627.55,2377.03,656.65,1563.40,2346.06
1309,684.11,1671.41,2403.67,680.49,1627.75,2377.21,656.62,1563.73,2346.39
1310,684.08,1671.47,2403.68,680.45,1627.95,2377.40,656.60,1564.05,2346.71
1311,684.04,1671.52,2403.70,680.41,1628.16,2377.58,656.58,1564.38,2347.04
1312,684.01,1671.58,2403.71,680.37,1628.36,2377.77,656.55,1564.70,2347.36
1313,683.98,1671.63,2403.73,680.33,1628.56,2377.96,656.53,1565.02,2347.69
1314,683.94,1671.68,2403.75,680.29,1628.76,2378.15,656.50,1565.34,2348.02
1315,683.90,1671.74,2403.77,680.25,1628.96,2378.33,656.48,1565.66,2348.35
1316,683.86,1671.79,2403.79,680.21,1629.16,2378.52,656.46,1565.98,2348.67
1317,683.83,1671.84,2403.82,680.17,1629.36,2378.71,656.43,1566.30,2349.00
1318,683.79,1671.90,2403.85,680.14,1629.56,2378.91,656.41,1566.62,2349.33
1319,683.75,1671.95,2403.88,680.10,1629.75,2379.10,656.39,1566.94,2349.66
1320,683.70,1672.00,2403.91,680.07,1629.95,2379.29,656.37,1567.26,2349.99
1321,683.66,1672.06,2403.94,680.03,1630.15,2379.49,656.34,1567.57,2350.32
1322,683.62,1672.11,2403.98,680.00,1630.34,2379.68,656.32,1567.89,2350.65
1323,683.58,1672.16,2404.02,679.96,1630.54,2379.88,656.30,1568.20,2350.98
1324,683.53,1672.21,2404.06,679.93,1630.73,2380.07,656.28,1568.51,2351.32
1325,683.48,1672.27,2404.10,679.90,1630.93,2380.27,656.26,1568.83,2351.65
1326,683.44,1672.32,2404.15,679.86,1631.12,2380.47,656.23,1569.14,2351.98
1327,683.39,1672.37,2404.20,679.83,1631.32,2380.67,656.21,1569.45,2352.31
1328,683.34,1672.42,2404.25,679.80,1631.51,2380.87,656.19,1569.76,2352.64
1329,683.29,1672.47,2404.30,679.77,1631.70,2381.07,656.17,1570.07,2352.98
1330,683.24,1672.52,2404.36,679.74,1631.89,2381.27,656.15,1570.38,2353.31
1331,683.19,1672.58,2404.42,679.71,1632.09,2381.48,656.13,1570.68,2353.64
1332,683.14,1672.63,2404.48,679.68,1632.28,2381.68,656.11,1570.99,2353.98
1333,683.09,1672.68,2404.54,679.66,1632.47,2381.88,656.09,1571.30,2354.31
1334,683.03,1672.73,2404.61,679.63,1632.66,2382.09,656.07,1571.60,2354.65
1335,682.98,1672.78,2404.67,679.60,1632.85,2382.29,656.05,1571.90,2354.98
1336,682.92,1672.83,2404.74,679.57,1633.04,2382.50,656.03,1572.21,2355.32
1337,682.86,1672.88,2404.82,679.55,1633.22,2382.71,656.01,1572.51,2355.65
1338,682.81,1672.93,2404.89,679.52,1633.41,2382.92,655.99,1572.81,2355.99
