Index,M1,M2,M3,M4,skew,kurt
337,5837.20,777049.04,31093985.15,1588214246190.75,-0.11,-0.68
338,5836.77,781908.61,20238039.64,1596326199648.59,-0.11,-0.68
339,5836.30,786687.60,9813781.41,1604442055181.61,-0.11,-0.68
340,5835.77,791387.23,-189262.93,1612561875434.68,-0.11,-0.67
341,5835.21,796008.68,-9781409.73,1620685731743.82,-0.11,-0.67
342,5834.60,800553.16,-18972819.77,1628813703997.97,-0.11,-0.66
343,5833.94,805021.86,-27773499.60,1636945880501.37,-0.11,-0.66
344,5833.25,809415.95,-36193303.05,1645082357836.96,-0.11,-0.66
345,5832.51,813736.60,-44241932.54,1653223240730.31,-0.11,-0.66
346,5831.73,817984.99,-51928940.56,1661368641914.66,-0.12,-0.65
347,5830.92,822162.27,-59263731.00,1669518681996.52,-0.12,-0.65
348,5830.06,826269.59,-66255560.53,1677673489322.21,-0.12,-0.65
349,5829.17,830308.09,-72913540.04,1685833199845.05,-0.12,-0.64
350,5828.24,834278.92,-79246635.93,1693997956993.60,-0.12,-0.64
351,5827.28,838183.19,-85263671.51,1702167911540.36,-0.12,-0.64
352,5826.28,842022.04,-90973328.35,1710343221471.59,-0.12,-0.64
353,5825.25,845796.57,-96384147.61,1718524051857.64,-0.12,-0.64
354,5824.19,849507.90,-101504531.40,1726710574724.28,-0.12,-0.63
355,5823.09,853157.12,-106342744.09,1734902968924.71,-0.12,-0.63
356,5821.96,856745.32,-110906913.63,1743101420012.38,-0.12,-0.63
357,5820.80,860273.60,-115205032.92,1751306120114.55,-0.12,-0.63
358,5819.62,863743.02,-119244961.03,1759517267806.72,-0.12,-0.63
359,5818.40,867154.66,-123034424.59,1767735067987.79,-0.12,-0.63
360,5817.15,870509.58,-126581019.01,1775959731756.00,-0.12,-0.63
361,5815.88,873808.83,-129892209.84,1784191476285.56,-0.12,-0.63
362,5814.59,877053.46,-132975333.98,1792430524704.32,-0.12,-0.63
363,5813.26,880244.52,-135837601.01,1800677105971.88,-0.12,-0.63
364,5811.91,883383.03,-138486094.43,1808931454758.64,-0.12,-0.62
365,5810.54,886470.02,-140927772.92,1817193811325.69,-0.12,-0.62
366,5809.14,889506.50,-143169471.60,1825464421405.31,-0.12,-0.62
367,5807.73,892493.50,-145217903.27,1833743536082.39,-0.12,-0.62
368,5806.28,895432.00,-147079659.66,1842031411676.38,-0.12,-0.62
369,5804.82,898323.00,-148761212.64,1850328309624.31,-0.12,-0.62
370,5803.34,901167.50,-150268915.48,1858634496364.35,-0.12,-0.62
371,5801.83,903966.47,-151609004.02,1866950243220.21,-0.12,-0.62
372,5800.31,906720.88,-152787597.91,1875275826286.28,-0.12,-0.62
373,5798.77,909431.70,-153810701.84,1883611526313.46,-0.12,-0.62
374,5797.20,912099.88,-154684206.67,1891957628595.98,-0.12,-0.62
375,5795.62,914726.38,-155413890.68,1900314422858.66,-0.12,-0.62
376,5794.03,917312.13,-156005420.72,1908682203145.06,-0.12,-0.62
377,5792.41,919858.08,-156464353.42,1917061267706.49,-0.12,-0.63
378,5790.78,922365.14,-156796136.30,1925451918891.59,-0.12,-0.63
379,5789.14,924834.24,-157006109.02,1933854463036.71,-0.12,-0.63
380,5787.48,927266.28,-157099504.43,1942269210357.16,-0.12,-0.63
381,5785.80,929662.18,-157081449.83,1950696474838.85,-0.12,-0.63
382,5784.11,932022.83,-156956968.02,1959136574131.26,-0.12,-0.63
383,5782.41,934349.11,-156730978.51,1967589829440.47,-0.12,-0.63
384,5780.69,936641.91,-156408298.57,1976056565423.44,-0.12,-0.63
385,5778.97,938902.11,-155993644.45,1984537110082.85,-0.12,-0.63
386,5777.22,941130.56,-155491632.39,1993031794662.52,-0.12,-0.63
387,5775.47,943328.12,-154906779.83,2001540953543.86,-0.12,-0.63
388,5773.71,945495.65,-154243506.43,2010064924142.80,-0.12,-0.63
389,5771.93,947633.99,-153506135.21,2018604046807.60,-0.12,-0.63
390,5770.15,949743.98,-152698893.65,2027158664717.31,-0.12,-0.64
391,5768.35,951826.43,-151825914.72,2035729123780.88,-0.12,-0.64
392,5766.54,953882.18,-150891238.01,2044315772537.36,-0.12,-0.64
393,5764.73,955912.03,-149898810.78,2052918962056.15,-0.12,-0.64
394,5762.91,957916.80,-148852489.02,2061539045838.75,-0.12,-0.64
395,5761.07,959897.27,-147756038.49,2070176379720.56,-0.12,-0.64
396,5759.23,961854.23,-146613135.82,2078831321773.86,-0.12,-0.64
397,5757.38,963788.48,-145427369.50,2087504232211.23,-0.12,-0.64
398,5755.53,965700.78,-144202240.94,2096195473289.81,-0.12,-0.64
399,5753.66,967591.90,-142941165.52,2104905409216.24,-0.12,-0.65
400,5751.79,969462.60,-141647473.57,2113634406052.30,-0.12,-0.65
401,5749.92,971313.63,-140324411.43,2122382831621.22,-0.12,-0.65
402,5748.03,973145.73,-138975142.44,2131151055414.83,-0.12,-0.65
403,5746.15,974959.65,-137602747.93,2139939448501.27,-0.12,-0.65
404,5744.25,976756.11,-136210228.28,2148748383433.43,-0.12,-0.65
405,5742.35,978535.83,-134800503.82,2157578234158.14,-0.12,-0.65
406,5740.45,980299.53,-133376415.91,2166429375926.00,-0.12,-0.65
407,5738.54,982047.91,-131940727.85,2175302185202.13,-0.12,-0.65
408,5736.62,983781.67,-130496125.89,2184197039577.03,-0.12,-0.66
409,5734.70,985501.51,-129045220.17,2193114317678.96,-0.12,-0.66
410,5732.78,987208.10,-127590545.73,2202054399086.31,-0.12,-0.66
411,5730.85,988902.12,-126134563.40,2211017664240.97,-0.12,-0.66
412,5728.92,990584.25,-124679660.81,2220004494362.41,-0.12,-0.66
413,5726.99,992255.14,-123228153.26,2229015271362.42,-0.12,-0.66
414,5725.05,993915.44,-121782284.76,2238050377760.35,-0.12,-0.66
415,5723.11,995565.81,-120344228.84,2247110196599.24,-0.12,-0.66
416,5721.17,997206.88,-118916089.57,2256195111362.71,-0.12,-0.67
417,5719.22,998839.28,-117499902.42,2265305505892.16,-0.12,-0.67
418,5717.27,1000463.64,-116097635.22,2274441764305.12,-0.12,-0.67
419,5715.32,1002080.57,-114711188.99,2283604270913.77,-0.12,-0.67
420,5713.37,1003690.68,-113342398.95,2292793410144.65,-0.12,-0.67
421,5711.41,1005294.58,-111993035.29,2302009566458.67,-0.12,-0.67
422,5709.46,1006892.85,-110664804.14,2311253124271.88,-0.12,-0.67
423,5707.50,1008486.09,-109359348.45,2320524467877.00,-0.12,-0.67
424,5705.54,1010074.87,-108078248.81,2329823981365.65,-0.12,-0.68
425,5703.58,1011659.77,-106823024.38,2339152048550.87,-0.12,-0.68
426,5701.61,1013241.35,-105595133.69,2348509052890.94,-0.12,-0.68
427,5699.65,1014820.16,-104395975.58,2357895377413.30,-0.12,-0.68
428,5697.68,1016396.76,-103226889.96,2367311404639.29,-0.12,-0.68
429,5695.72,1017971.69,-102089158.74,2376757516509.84,-0.12,-0.68
430,5693.75,1019545.49,-100984006.59,2386234094311.30,-0.12,-0.68
431,5691.78,1021118.68,-99912601.83,2395741518602.42,-0.12,-0.68
432,5689.81,1022691.79,-98876057.26,2405280169141.61,-0.12,-0.68
433,5687.84,1024265.32,-97875430.93,2414850424815.17,-0.12,-0.68
434,5685.88,1025839.78,-96911727.01,2424452663565.84,-0.12,-0.69
435,5683.91,1027415.68,-95985896.56,2434087262322.23,-0.12,-0.69
436,5681.93,1028993.51,-95098838.36,2443754596928.87,-0.12,-0.69
437,5679.96,1030573.74,-94251399.72,2453455042076.86,-0.12,-0.69
438,5677.99,1032156.86,-93444377.21,2463188971235.08,-0.12,-0.69
439,5676.02,1033743.34,-92678517.55,2472956756582.24,-0.12,-0.69
440,5674.05,1035333.63,-91954518.27,2482758768939.37,-0.12,-0.69
441,5672.08,1036928.21,-91273028.60,2492595377703.21,-0.12,-0.69
442,5670.11,1038527.51,-90634650.15,2502466950779.79,-0.12,-0.69
443,5668.13,1040131.98,-90039937.73,2512373854519.12,-0.12,-0.69
444,5666.16,1041742.04,-89489400.09,2522316453650.28,-0.12,-0.70
445,5664.19,1043358.14,-88983500.66,2532295111217.16,-0.12,-0.70
446,5662.22,1044980.69,-88522658.33,2542310188514.84,-0.12,-0.70
447,5660.25,1046610.11,-88107248.16,2552362045026.51,-0.12,-0.70
448,5658.27,1048246.79,-87737602.12,2562451038361.29,-0.12,-0.70
449,5656.30,1049891.14,-87414009.84,2572577524192.34,-0.12,-0.70
450,5654.33,1051543.56,-87136719.33,2582741856195.77,-0.12,-0.70
451,5652.36,1053204.43,-86905937.67,2592944385990.20,-0.12,-0.70
452,5650.39,1054874.13,-86721831.76,2603185463076.91,-0.12,-0.70
453,5648.41,1056553.02,-86584529.02,2613465434780.27,-0.12,-0.70
454,5646.44,1058241.48,-86494118.07,2623784646189.61,-0.12,-0.70
455,5644.47,1059939.87,-86450649.46,2634143440100.71,-0.12,-0.70
456,5642.50,1061648.53,-86454136.34,2644542156958.71,-0.12,-0.70
457,5640.52,1063367.81,-86504555.15,2654981134801.02,-0.12,-0.70
458,5638.55,1065098.05,-86601846.31,2665460709201.41,-0.12,-0.71
459,5636.58,1066839.58,-86745914.88,2675981213214.24,-0.12,-0.71
460,5634.61,1068592.72,-86936631.26,2686542977319.37,-0.12,-0.71
461,5632.63,1070357.80,-87173831.79,2697146329368.06,-0.12,-0.71
462,5630.66,1072135.11,-87457319.51,2707791594528.87,-0.12,-0.71
463,5628.68,1073924.98,-87786864.72,2718479095234.74,-0.12,-0.71
464,5626.71,1075727.69,-88162205.68,2729209151130.22,-0.12,-0.71
465,5624.74,1077543.53,-88583049.22,2739982079019.59,-0.12,-0.71
466,5622.76,1079372.80,-89049071.43,2750798192815.34,-0.12,-0.71
467,5620.78,1081215.76,-89559918.24,2761657803487.50,-0.12,-0.71
468,5618.81,1083072.69,-90115206.07,2772561219013.34,-0.12,-0.71
469,5616.83,1084943.86,-90714522.46,2783508744327.77,-0.12,-0.71
470,5614.85,1086829.52,-91357426.67,2794500681274.30,-0.12,-0.71
471,5612.87,1088729.93,-92043450.30,2805537328556.57,-0.12,-0.71
472,5610.89,1090645.33,-92772097.90,2816618981690.62,-0.12,-0.71
473,5608.91,1092575.96,-93542847.57,2827745932957.29,-0.12,-0.71
474,5606.93,1094522.05,-94355151.56,2838918471355.87,-0.12,-0.71
475,5604.94,1096483.83,-95208436.84,2850136882557.80,-0.12,-0.71
476,5602.96,1098461.52,-96102105.71,2861401448861.08,-0.12,-0.71
477,5600.97,1100455.33,-97035536.38,2872712449145.39,-0.12,-0.71
478,5598.99,1102465.48,-98008083.54,2884070158827.65,-0.12,-0.71
479,5597.00,1104492.15,-99019078.93,2895474849818.28,-0.12,-0.72
480,5595.00,1106535.56,-100067831.90,2906926790477.72,-0.12,-0.72
481,5593.01,1108595.87,-101153629.98,2918426245574.06,-0.12,-0.72
482,5591.02,1110673.29,-102275739.44,2929973476240.60,-0.12,-0.72
483,5589.02,1112767.98,-103433405.82,2941568739934.67,-0.12,-0.72
484,5587.02,1114880.12,-104625854.53,2953212290396.12,-0.12,-0.72
485,5585.02,1117009.87,-105852291.29,2964904377607.31,-0.12,-0.72
486,5583.02,1119157.39,-107111902.79,2976645247753.20,-0.12,-0.72
487,5581.01,1121322.82,-108403857.11,2988435143181.88,-0.12,-0.72
488,5579.00,1123506.33,-109727304.33,3000274302365.87,-0.12,-0.72
489,5576.99,1125708.04,-111081377.00,3012162959863.91,-0.12,-0.72
490,5574.98,1127928.09,-112465190.67,3024101346283.45,-0.12,-0.72
491,5572.96,1130166.61,-113877844.42,3036089688243.25,-0.12,-0.72
492,5570.94,1132423.72,-115318421.34,3048128208337.19,-0.12,-0.72
493,5568.92,1134699.55,-116785989.04,3060217125098.02,-0.12,-0.72
494,5566.89,1136994.19,-118279600.16,3072356652962.07,-0.12,-0.72
495,5564.87,1139307.76,-119798292.86,3084547002234.10,-0.12,-0.72
496,5562.83,1141640.36,-121341091.28,3096788379053.21,-0.12,-0.72
497,5560.80,1143992.07,-122907006.06,3109080985358.91,-0.12,-0.72
498,5558.76,1146362.99,-124495034.79,3121425018857.78,-0.12,-0.72
499,5556.71,1148753.20,-126104162.51,3133820672990.70,-0.12,-0.72
500,5554.67,1151162.77,-127733362.16,3146268136900.84,-0.12,-0.72
501,5552.61,1153591.79,-129381595.03,3158767595401.68,-0.12,-0.72
502,5550.56,1156040.30,-131047811.26,3171319228946.19,-0.12,-0.72
503,5548.50,1158508.38,-132730950.26,3183923213595.81,-0.12,-0.72
504,5546.43,1160996.07,-134429941.18,3196579720990.86,-0.12,-0.72
505,5544.36,1163503.43,-136143703.34,3209288918320.47,-0.12,-0.72
506,5542.29,1166030.51,-137871146.69,3222050968294.00,-0.12,-0.72
507,5540.21,1168577.33,-139611172.21,3234866029112.11,-0.12,-0.72
508,5538.12,1171143.93,-141362672.41,3247734254439.25,-0.12,-0.72
509,5536.03,1173730.34,-143124531.67,3260655793375.57,-0.12,-0.72
510,5533.94,1176336.58,-144895626.73,3273630790430.56,-0.12,-0.72
511,5531.84,1178962.67,-146674827.07,3286659385496.33,-0.12,-0.72
512,5529.73,1181608.63,-148460995.37,3299741713821.57,-0.12,-0.72
513,5527.62,1184274.45,-150252987.86,3312877905986.57,-0.12,-0.72
514,5525.50,1186960.13,-152049654.75,3326068087877.82,-0.12,-0.72
515,5523.38,1189665.69,-153849840.65,3339312380663.95,-0.12,-0.73
516,5521.25,1192391.10,-155652384.94,3352610900771.71,-0.12,-0.73
517,5519.11,1195136.35,-157456122.17,3365963759862.75,-0.12,-0.73
518,5516.97,1197901.42,-159259882.46,3379371064810.52,-0.12,-0.73
519,5514.82,1200686.30,-161062491.85,3392832917678.12,-0.12,-0.73
520,5512.66,1203490.94,-162862772.71,3406349415696.33,-0.12,-0.73
521,5510.50,1206315.33,-164659544.11,3419920651242.25,-0.12,-0.73
522,5508.33,1209159.41,-166451622.16,3433546711818.49,-0.12,-0.73
523,5506.15,1212023.15,-168237820.43,3447227680032.64,-0.12,-0.73
524,5503.97,1214906.50,-170016950.26,3460963633577.78,-0.12,-0.73
525,5501.78,1217809.40,-171787821.13,3474754645212.39,-0.12,-0.73
526,5499.58,1220731.80,-173549241.03,3488600782742.39,-0.12,-0.73
527,5497.37,1223673.63,-175300016.80,3502502109001.77,-0.12,-0.73
528,5495.16,1226634.83,-177038954.46,3516458681835.54,-0.12,-0.73
529,5492.93,1229615.33,-178764859.57,3530470554081.57,-0.12,-0.73
530,5490.70,1232615.04,-180476537.57,3544537773554.24,-0.12,-0.73
531,5488.46,1235633.90,-182172794.07,3558660383027.51,-0.12,-0.73
532,5486.22,1238671.81,-183852435.22,3572838420219.25,-0.12,-0.73
533,5483.96,1241728.68,-185514268.04,3587071917775.39,-0.12,-0.73
534,5481.70,1244804.42,-187157100.69,3601360903255.48,-0.12,-0.73
535,5479.42,1247898.93,-188779742.83,3615705399117.38,-0.12,-0.73
536,5477.14,1251012.11,-190381005.91,3630105422703.84,-0.12,-0.73
537,5474.85,1254143.85,-191959703.49,3644560986228.34,-0.12,-0.73
538,5472.55,1257294.04,-193514651.53,3659072096762.55,-0.12,-0.73
539,5470.23,1260462.57,-195044668.70,3673638756222.93,-0.12,-0.74
540,5467.91,1263649.30,-196548576.67,3688260961359.28,-0.12,-0.74
541,5465.58,1266854.13,-198025200.39,3702938703742.44,-0.12,-0.74
542,5463.25,1270076.91,-199473368.41,3717671969753.06,-0.12,-0.74
543,5460.90,1273317.52,-200891913.12,3732460740571.33,-0.12,-0.74
544,5458.54,1276575.83,-202279671.06,3747304992165.83,-0.12,-0.74
545,5456.17,1279851.68,-203635483.20,3762204695284.22,-0.12,-0.74
546,5453.79,1283144.94,-204958195.16,3777159815443.54,-0.12,-0.74
547,5451.40,1286455.45,-206246657.56,3792170312921.22,-0.12,-0.74
548,5448.99,1289783.07,-207499726.20,3807236142746.73,-0.12,-0.74
549,5446.58,1293127.64,-208716262.38,3822357254693.21,-0.12,-0.74
550,5444.16,1296489.00,-209895133.14,3837533593269.94,-0.12,-0.74
551,5441.73,1299866.98,-211035211.48,3852765097715.48,-0.12,-0.74
552,5439.28,1303261.42,-212135376.67,3868051701990.28,-0.12,-0.74
553,5436.82,1306672.14,-213194514.41,3883393334770.90,-0.12,-0.75
554,5434.36,1310098.97,-214211517.18,3898789919443.95,-0.12,-0.75
555,5431.88,1313541.73,-215185284.37,3914241374100.82,-0.12,-0.75
556,5429.39,1317000.24,-216114722.58,3929747611532.34,-0.12,-0.75
557,5426.88,1320474.31,-216998745.83,3945308539224.63,-0.11,-0.75
558,5424.37,1323963.76,-217836275.79,3960924059354.85,-0.11,-0.75
559,5421.84,1327468.39,-218626241.98,3976594068787.49,-0.11,-0.75
560,5419.30,1330987.99,-219367582.02,3992318459071.05,-0.11,-0.75
561,5416.75,1334522.39,-220059241.83,4008097116435.64,-0.11,-0.75
562,5414.19,1338071.36,-220700175.85,4023929921789.96,-0.11,-0.75
563,5411.61,1341634.71,-221289347.24,4039816750719.71,-0.11,-0.76
564,5409.03,1345212.22,-221825728.06,4055757473486.16,-0.11,-0.76
565,5406.43,1348803.68,-222308299.53,4071751955024.88,-0.11,-0.76
566,5403.81,1352408.88,-222736052.18,4087800054945.02,-0.11,-0.76
567,5401.19,1356027.59,-223107986.04,4103901627528.91,-0.11,-0.76
568,5398.55,1359659.60,-223423110.87,4120056521732.77,-0.11,-0.76
569,5395.89,1363304.67,-223680446.31,4136264581186.59,-0.11,-0.76
570,5393.23,1366962.59,-223879022.07,4152525644195.54,-0.11,-0.76
571,5390.55,1370633.11,-224017878.14,4168839543741.09,-0.11,-0.76
572,5387.85,1374316.00,-224096064.91,4185206107483.27,-0.11,-0.77
573,5385.15,1378011.03,-224112643.39,4201625157762.24,-0.11,-0.77
574,5382.43,1381717.95,-224066685.36,4218096511601.38,-0.11,-0.77
575,5379.69,1385436.52,-223957273.54,4234619980710.19,-0.10,-0.77
576,5376.95,1389166.50,-223783501.74,4251195371487.72,-0.10,-0.77
577,5374.18,1392907.64,-223544475.06,4267822485026.33,-0.10,-0.77
578,5371.41,1396659.67,-223239309.98,4284501117115.99,-0.10,-0.77
579,5368.62,1400422.36,-222867134.58,4301231058248.98,-0.10,-0.78
580,5365.81,1404195.45,-222427088.62,4318012093624.72,-0.10,-0.78
581,5363.00,1407978.67,-221918323.75,4334844003155.46,-0.10,-0.78
582,5360.16,1411771.76,-221340003.63,4351726561471.74,-0.10,-0.78
583,5357.31,1415574.45,-220691304.05,4368659537929.04,-0.10,-0.78
584,5354.45,1419386.49,-219971413.08,4385642696614.11,-0.10,-0.78
585,5351.58,1423207.60,-219179531.22,4402675796351.89,-0.10,-0.78
586,5348.68,1427037.51,-218314871.50,4419758590713.09,-0.10,-0.79
587,5345.78,1430875.94,-217376659.61,4436890828021.81,-0.09,-0.79
588,5342.85,1434722.62,-216364134.06,4454072251363.78,-0.09,-0.79
589,5339.92,1438577.28,-215276546.26,4471302598594.68,-0.09,-0.79
590,5336.97,1442439.62,-214113160.63,4488581602349.52,-0.09,-0.79
591,5334.00,1446309.36,-212873254.77,4505908990051.39,-0.09,-0.80
592,5331.02,1450186.23,-211556119.50,4523284483921.22,-0.09,-0.80
593,5328.02,1454069.93,-210161059.03,4540707800988.04,-0.09,-0.80
594,5325.01,1457960.17,-208687391.02,4558178653099.48,-0.09,-0.80
595,5321.98,1461856.66,-207134446.70,4575696746932.06,-0.09,-0.80
596,5318.93,1465759.12,-205501570.97,4593261784002.63,-0.09,-0.80
597,5315.87,1469667.23,-203788122.49,4610873460680.08,-0.08,-0.81
598,5312.80,1473580.71,-201993473.78,4628531468196.73,-0.08,-0.81
599,5309.71,1477499.25,-200117011.30,4646235492661.14,-0.08,-0.81
600,5306.60,1481422.56,-198158135.53,4663985215070.24,-0.08,-0.81
601,5303.48,1485350.34,-196116261.08,4681780311322.66,-0.08,-0.81
602,5300.34,1489282.26,-193990816.74,4699620452231.70,-0.08,-0.82
603,5297.18,1493218.04,-191781245.58,4717505303539.16,-0.08,-0.82
604,5294.01,1497157.37,-189487005.03,4735434525929.86,-0.08,-0.82
605,5290.82,1501099.93,-187107566.91,4753407775045.07,-0.07,-0.82
606,5287.62,1505045.40,-184642417.56,4771424701498.05,-0.07,-0.82
607,5284.40,1508993.49,-182091057.84,4789484950888.85,-0.07,-0.83
608,5281.16,1512943.88,-179453003.25,4807588163819.85,-0.07,-0.83
609,5277.91,1516896.24,-176727783.97,4825733975911.30,-0.07,-0.83
610,5274.64,1520850.27,-173914944.90,4843922017817.86,-0.07,-0.83
611,5271.36,1524805.64,-171014045.75,4862151915244.59,-0.07,-0.83
612,5268.06,1528762.04,-168024661.06,4880423288964.42,-0.07,-0.84
613,5264.74,1532719.14,-164946380.28,4898735754834.58,-0.06,-0.84
614,5261.40,1536676.62,-161778807.76,4917088923814.72,-0.06,-0.84
615,5258.05,1540634.16,-158521562.88,4935482401984.23,-0.06,-0.84
616,5254.68,1544591.44,-155174280.03,4953915790560.96,-0.06,-0.85
617,5251.30,1548548.12,-151736608.64,4972388685919.33,-0.06,-0.85
618,5247.90,1552503.88,-148208213.28,4990900679609.00,-0.06,-0.85
619,5244.48,1556458.40,-144588773.62,5009451358374.67,-0.05,-0.85
620,5241.05,1560411.33,-140877984.52,5028040304175.07,-0.05,-0.85
621,5237.60,1564362.37,-137075556.01,5046667094202.93,-0.05,-0.86
622,5234.13,1568311.17,-133181213.36,5065331300904.85,-0.05,-0.86
623,5230.64,1572257.39,-129194697.06,5084032492002.66,-0.05,-0.86
624,5227.14,1576200.72,-125115762.88,5102770230512.73,-0.05,-0.86
625,5223.62,1580140.82,-120944181.86,5121544074768.76,-0.04,-0.87
626,5220.09,1584077.34,-116679740.34,5140353578441.70,-0.04,-0.87
627,5216.54,1588009.97,-112322239.97,5159198290562.34,-0.04,-0.87
628,5212.97,1591938.35,-107871497.70,5178077755543.51,-0.04,-0.87
629,5209.38,1595862.17,-103327345.85,5196991513201.73,-0.04,-0.88
630,5205.78,1599781.07,-98689632.02,5215939098780.42,-0.04,-0.88
631,5202.16,1603694.72,-93958219.19,5234920042972.53,-0.03,-0.88
632,5198.53,1607602.79,-89132985.66,5253933871944.41,-0.03,-0.88
633,5194.87,1611504.93,-84213825.05,5272980107358.68,-0.03,-0.89
634,5191.20,1615400.81,-79200646.33,5292058266398.73,-0.03,-0.89
635,5187.51,1619290.09,-74093373.79,5311167861792.58,-0.03,-0.89
636,5183.81,1623172.43,-68891947.05,5330308401837.32,-0.02,-0.89
637,5180.09,1627047.48,-63596321.00,5349479390424.42,-0.02,-0.90
638,5176.35,1630914.92,-58206465.87,5368680327064.19,-0.02,-0.90
639,5172.60,1634774.40,-52722367.11,5387910706911.60,-0.02,-0.90
640,5168.83,1638625.57,-47144025.48,5407170020791.74,-0.02,-0.90
641,5165.04,1642468.10,-41471456.95,5426457755225.91,-0.01,-0.91
642,5161.23,1646301.65,-35704692.71,5445773392457.93,-0.01,-0.91
643,5157.41,1650125.87,-29843779.15,5465116410480.52,-0.01,-0.91
644,5153.57,1653940.43,-23888777.82,5484486283062.46,-0.01,-0.91
645,5149.72,1657744.99,-17839765.39,5503882479775.27,-0.00,-0.92
646,5145.85,1661539.20,-11696833.67,5523304466020.93,-0.00,-0.92
647,5141.96,1665322.72,-5460089.51,5542751703059.52,-0.00,-0.92
648,5138.05,1669095.21,870345.20,5562223648037.10,0.00,-0.92
649,5134.13,1672856.34,7294333.56,5581719754014.28,0.00,-0.93
650,5130.19,1676605.76,13811723.71,5601239469994.04,0.01,-0.93
651,5126.23,1680343.13,20422348.89,5620782240951.41,0.01,-0.93
652,5122.26,1684068.11,27126027.45,5640347507861.81,0.01,-0.93
653,5118.27,1687780.37,33922562.92,5659934707730.85,0.01,-0.94
654,5114.27,1691479.56,40811744.05,5679543273623.69,0.02,-0.94
655,5110.24,1695165.34,47793344.85,5699172634695.03,0.02,-0.94
656,5106.21,1698837.38,54867124.68,5718822216219.17,0.02,-0.94
657,5102.15,1702495.34,62032828.25,5738491439620.52,0.02,-0.95
658,5098.08,1706138.88,69290185.70,5758179722504.12,0.03,-0.95
659,5093.99,1709767.66,76638912.68,5777886478686.92,0.03,-0.95
660,5089.89,1713381.36,84078710.37,5797611118228.34,0.03,-0.95
661,5085.77,1716979.62,91609265.57,5817353047462.48,0.03,-0.96
662,5081.63,1720562.13,99230250.75,5837111669029.05,0.04,-0.96
663,5077.48,1724128.54,106941324.13,5856886381905.69,0.04,-0.96
664,5073.31,1727678.51,114742129.72,5876676581440.75,0.04,-0.97
665,5069.13,1731211.73,122632297.42,5896481659384.50,0.04,-0.97
666,5064.93,1734727.85,130611443.06,5916301003922.72,0.05,-0.97
667,5060.71,1738226.55,138679168.50,5936133999709.48,0.05,-0.97
668,5056.48,1741707.49,146835061.70,5955980027900.44,0.05,-0.97
669,5052.23,1745170.34,155078696.78,5975838466185.65,0.06,-0.98
670,5047.97,1748614.78,163409634.11,5995708688824.28,0.06,-0.98
671,5043.69,1752040.48,171827420.38,6015590066677.60,0.06,-0.98
672,5039.39,1755447.11,180331588.69,6035481967243.40,0.06,-0.98
673,5035.08,1758834.35,188921658.66,6055383754690.97,0.07,-0.99
674,5030.76,1762201.87,197597136.43,6075294789894.59,0.07,-0.99
675,5026.41,1765549.36,206357514.87,6095214430469.62,0.07,-0.99
676,5022.06,1768876.48,215202273.54,6115142030806.53,0.08,-0.99
677,5017.69,1772182.91,224130878.88,6135076942106.84,0.08,-1.00
678,5013.30,1775468.35,233142784.24,6155018512418.60,0.08,-1.00
679,5008.90,1778732.46,242237430.02,6174966086672.00,0.09,-1.00
680,5004.48,1781974.94,251414243.71,6194919006715.53,0.09,-1.00
681,5000.05,1785195.46,260672640.03,6214876611351.89,0.09,-1.01
682,4995.60,1788393.72,270012021.02,6234838236374.55,0.09,-1.01
683,4991.14,1791569.40,279431776.12,6254803214605.13,0.10,-1.01
684,4986.66,1794722.18,288931282.28,6274770875928.62,0.10,-1.01
685,4982.17,1797851.77,298509904.08,6294740547332.42,0.10,-1.01
686,4977.66,1800957.84,308166993.81,6314711552942.13,0.11,-1.02
687,4973.14,1804040.10,317901891.58,6334683214059.84,0.11,-1.02
688,4968.61,1807098.24,327713925.43,6354654849201.75,0.11,-1.02
689,4964.06,1810131.95,337602411.45,6374625774135.64,0.12,-1.02
690,4959.50,1813140.94,347566653.86,6394595301919.71,0.12,-1.02
691,4954.92,1816124.89,357605945.16,6414562742940.42,0.12,-1.03
692,4950.33,1819083.53,367719566.19,6434527404951.07,0.13,-1.03
693,4945.73,1822016.53,377906786.31,6454488593111.06,0.13,-1.03
694,4941.11,1824923.62,388166863.43,6474445610024.15,0.13,-1.03
695,4936.47,1827804.50,398499044.24,6494397755777.89,0.14,-1.03
696,4931.83,1830658.88,408902564.19,6514344327982.96,0.14,-1.03
697,4927.17,1833486.47,419376647.73,6534284621812.79,0.15,-1.04
698,4922.50,1836286.98,429920508.37,6554217930043.57,0.15,-1.04
699,4917.81,1839060.12,440533348.80,6574143543093.06,0.15,-1.04
700,4913.11,1841805.61,451214361.03,6594060749061.97,0.16,-1.04
701,4908.40,1844523.17,461962726.51,6613968833773.92,0.16,-1.04
702,4903.68,1847212.53,472777616.24,6633867080815.22,0.16,-1.04
703,4898.94,1849873.39,483658190.94,6653754771576.31,0.17,-1.05
704,4894.19,1852505.50,494603601.10,6673631185292.24,0.17,-1.05
705,4889.42,1855108.56,505612987.20,6693495599084.10,0.17,-1.05
706,4884.65,1857682.32,516685479.75,6713347287999.76,0.18,-1.05
707,4879.86,1860226.51,527820199.49,6733185525055.39,0.18,-1.05
708,4875.06,1862740.85,539016257.50,6753009581277.26,0.19,-1.05
709,4870.25,1865225.08,550272755.32,6772818725743.02,0.19,-1.05
